モジュール,DSC,,,,,,,,
チャンネル,DSC7020,,,,,,,,
データ名,Ni_5Kpm_7.7mg_20241108,,,,,,,,
測定日時,2024/11/08 14:48:32,,,,,,,,
サンプル名,Ni,,,,,,,,
サンプル質量,7.7,mg,,,,,,,
リファレンス名,Al pan,,,,,,,,
リファレンス質量,22.9,mg,,,,,,,
温度プログラム,,Cel,Cel,Cel/min,min,s,ガス１,ガス２,ストアー
,1,317,377,5,3,0.2,On,Off,On
,2,377,317,5,3,0.2,On,Off,On
,温度プログラムモード,ランプ,,,,,,,
,冷却ユニット,全自動ガス冷却,,,,,,,
オペレータ名,伊藤,,,,,,,,
組織名,,,,,,,,,
コメント,オペレータ: 伊藤,,,,,,,,
,ガス1: N2,,,,,,,,
,パン: Al,,,,,,,,
,,,,,,,,,
,,,,,,,,,
面積,,,,,,,,,
Ni_5Kpm_7.7mg_20241108  DSC,,,,,,,,,
No.,DeltaH,,,,,,,,
,mJ/mg,,,,,,,,
1,0.406088363,,,,,,,,
2,-0.388923578,,,,,,,,
,,,,,,,,,
Time,Temp.,DSC,DDSC,,,,,,
8.036666667,351.1509094,-761.1278076,25.26416016,,,,,,
8.04,351.16745,-761.2163086,25.21142578,,,,,,
8.043333333,351.1838989,-761.3016357,25.19238281,,,,,,
8.046666667,351.2003784,-761.3869629,25.23779297,,,,,,
8.05,351.2168884,-761.4768066,25.33007813,,,,,,
8.053333333,351.2333679,-761.5678711,25.42236328,,,,,,
8.056666667,351.2499084,-761.6546631,25.48095703,,,,,,
8.06,351.2664185,-761.7374268,25.53369141,,,,,,
8.063333333,351.2828979,-761.819458,25.57617188,,,,,,
8.066666667,351.299408,-761.9019775,25.62011719,,,,,,
8.07,351.3159485,-761.9849854,25.65673828,,,,,,
8.073333333,351.3324585,-762.0662842,25.65380859,,,,,,
8.076666667,351.348938,-762.1463623,25.60839844,,,,,,
8.08,351.3654785,-762.2261963,25.52783203,,,,,,
8.083333333,351.3819275,-762.3076172,25.46777344,,,,,,
8.086666667,351.398468,-762.3936768,25.45898438,,,,,,
8.09,351.414978,-762.4831543,25.41650391,,,,,,
8.093333333,351.4315186,-762.5731201,25.34472656,,,,,,
8.096666667,351.4480286,-762.6628418,25.3125,,,,,,
8.1,351.4645691,-762.7515869,25.37402344,,,,,,
8.103333333,351.4810791,-762.838623,25.47949219,,,,,,
8.106666667,351.4975586,-762.9245605,25.55712891,,,,,,
8.11,351.5140991,-763.0112305,25.59082031,,,,,,
8.113333333,351.5305481,-763.0959473,25.62890625,,,,,,
8.116666667,351.5470886,-763.1776123,25.70800781,,,,,,
8.12,351.5635376,-763.2585449,25.80322266,,,,,,
8.123333333,351.5800781,-763.3404541,25.84863281,,,,,,
8.126666667,351.5966187,-763.4234619,25.85302734,,,,,,
8.13,351.6131287,-763.5074463,25.86328125,,,,,,
8.133333333,351.6296692,-763.5917969,25.85888672,,,,,,
8.136666667,351.6461792,-763.6776123,25.79882813,,,,,,
8.14,351.6627197,-763.765625,25.72412109,,,,,,
8.143333333,351.6792297,-763.8563232,25.70800781,,,,,,
8.146666667,351.6957703,-763.9466553,25.75927734,,,,,,
8.15,351.7122803,-764.0333252,25.81347656,,,,,,
8.153333333,351.7288208,-764.1188965,25.84570313,,,,,,
8.156666667,351.7453308,-764.204834,25.85595703,,,,,,
8.16,351.7618713,-764.2928467,25.921875,,,,,,
8.163333333,351.7784119,-764.3790283,26.00976563,,,,,,
8.166666667,351.7948608,-764.4620361,26.08740234,,,,,,
8.17,351.8114014,-764.548584,26.13574219,,,,,,
8.173333333,351.8279114,-764.6387939,26.17822266,,,,,,
8.176666667,351.8444519,-764.7259521,26.203125,,,,,,
8.18,351.8609009,-764.8093262,26.22509766,,,,,,
8.183333333,351.8774414,-764.8937988,26.25,,,,,,
8.186666667,351.8939819,-764.982666,26.23974609,,,,,,
8.19,351.9104919,-765.0737305,26.23974609,,,,,,
8.193333333,351.9270935,-765.1641846,26.26904297,,,,,,
8.196666667,351.9436035,-765.2498779,26.29101563,,,,,,
8.2,351.960144,-765.3344727,26.28369141,,,,,,
8.203333333,351.9767151,-765.4224854,26.26611328,,,,,,
8.206666667,351.9932556,-765.5114746,26.32763672,,,,,,
8.21,352.0098267,-765.5996094,26.41113281,,,,,,
8.213333333,352.0263672,-765.6872559,26.43896484,,,,,,
8.216666667,352.0429382,-765.7745361,26.47412109,,,,,,
8.22,352.0594788,-765.8620605,26.52539063,,,,,,
8.223333333,352.0759888,-765.9522705,26.56640625,,,,,,
8.226666667,352.0925903,-766.0438232,26.58984375,,,,,,
8.23,352.1091003,-766.1326904,26.56640625,,,,,,
8.233333333,352.1257019,-766.2211914,26.54443359,,,,,,
8.236666667,352.1422119,-766.30896,26.57226563,,,,,,
8.24,352.1588135,-766.395874,26.63671875,,,,,,
8.243333333,352.1753235,-766.4819336,26.66162109,,,,,,
8.246666667,352.191925,-766.5695801,26.65136719,,,,,,
8.25,352.2084961,-766.6599121,26.63378906,,,,,,
8.253333333,352.2250366,-766.7509766,26.61914063,,,,,,
8.256666667,352.2416077,-766.8431396,26.59716797,,,,,,
8.26,352.2582092,-766.9344482,26.57519531,,,,,,
8.263333333,352.2747192,-767.0216064,26.52392578,,,,,,
8.266666667,352.2912598,-767.1090088,26.4375,,,,,,
8.27,352.3077698,-767.197876,26.37304688,,,,,,
8.273333333,352.3243103,-767.2862549,26.3203125,,,,,,
8.276666667,352.3408508,-767.376709,26.26904297,,,,,,
8.28,352.3573608,-767.4669189,26.26171875,,,,,,
8.283333333,352.3739014,-767.5557861,26.24560547,,,,,,
8.286666667,352.3903503,-767.6439209,26.20898438,,,,,,
8.29,352.4068909,-767.7315674,26.16503906,,,,,,
8.293333333,352.4233398,-767.8186035,26.11669922,,,,,,
8.296666667,352.4398804,-767.904541,26.07275391,,,,,,
8.3,352.4563599,-767.9902344,26.04345703,,,,,,
8.303333333,352.4728699,-768.0750732,26.07568359,,,,,,
8.306666667,352.4894104,-768.1589355,26.13427734,,,,,,
8.31,352.5059204,-768.2438965,26.14746094,,,,,,
8.313333333,352.5223999,-768.3283691,26.16943359,,,,,,
8.316666667,352.5389099,-768.4119873,26.16796875,,,,,,
8.32,352.5553894,-768.4975586,26.14160156,,,,,,
8.323333333,352.5719299,-768.5839844,26.16357422,,,,,,
8.326666667,352.5883789,-768.6677246,26.21777344,,,,,,
8.33,352.6048584,-768.7518311,26.296875,,,,,,
8.333333333,352.6213074,-768.8382568,26.3671875,,,,,,
8.336666667,352.6378479,-768.9255371,26.40234375,,,,,,
8.34,352.6543274,-769.0141602,26.42431641,,,,,,
8.343333333,352.6708374,-769.1052246,26.45361328,,,,,,
8.346666667,352.6873169,-769.1973877,26.49902344,,,,,,
8.35,352.7038269,-769.2877197,26.56494141,,,,,,
8.353333333,352.7203674,-769.3775635,26.64111328,,,,,,
8.356666667,352.7368774,-769.4675293,26.74804688,,,,,,
8.36,352.753418,-769.5560303,26.86230469,,,,,,
8.363333333,352.769928,-769.645752,26.91943359,,,,,,
8.366666667,352.7865295,-769.7381592,26.96337891,,,,,,
8.37,352.8030396,-769.8319092,27.02490234,,,,,,
8.373333333,352.8196411,-769.9263916,27.05859375,,,,,,
8.376666667,352.8361816,-770.0175781,27.05566406,,,,,,
8.38,352.8526917,-770.1057129,27.04980469,,,,,,
8.383333333,352.8692322,-770.1933594,27.04541016,,,,,,
8.386666667,352.8857422,-770.2811279,27.03955078,,,,,,
8.39,352.9022827,-770.369873,27.03076172,,,,,,
8.393333333,352.9188538,-770.4605713,27.03369141,,,,,,
8.396666667,352.9353943,-770.5524902,27.03662109,,,,,,
8.4,352.9519043,-770.6461182,27.06152344,,,,,,
8.403333333,352.9685059,-770.7390137,27.11132813,,,,,,
8.406666667,352.9850159,-770.8289795,27.13330078,,,,,,
8.41,353.0016174,-770.9172363,27.13183594,,,,,,
8.413333333,353.0181274,-771.0059814,27.12597656,,,,,,
8.416666667,353.034729,-771.0931396,27.14208984,,,,,,
8.42,353.051239,-771.1799316,27.21826172,,,,,,
8.423333333,353.0677795,-771.2681885,27.29589844,,,,,,
8.426666667,353.0842896,-771.3588867,27.33398438,,,,,,
8.43,353.1008301,-771.4503174,27.35302734,,,,,,
8.433333333,353.1173706,-771.5402832,27.38085938,,,,,,
8.436666667,353.1338806,-771.6304932,27.40722656,,,,,,
8.44,353.1504211,-771.7211914,27.42041016,,,,,,
8.443333333,353.1669312,-771.8132324,27.41601563,,,,,,
8.446666667,353.1834717,-771.9064941,27.42919922,,,,,,
8.45,353.1999817,-771.9992676,27.46435547,,,,,,
8.453333333,353.2165222,-772.0927734,27.52148438,,,,,,
8.456666667,353.2329712,-772.1870117,27.61816406,,,,,,
8.46,353.2495728,-772.2819824,27.73242188,,,,,,
8.463333333,353.2660828,-772.3774414,27.77783203,,,,,,
8.466666667,353.2826233,-772.4699707,27.75439453,,,,,,
8.47,353.2991638,-772.5596924,27.73535156,,,,,,
8.473333333,353.3156738,-772.6505127,27.75,,,,,,
8.476666667,353.3322144,-772.7434082,27.81005859,,,,,,
8.48,353.3487244,-772.8374023,27.82470703,,,,,,
8.483333333,353.3652649,-772.9309082,27.81445313,,,,,,
8.486666667,353.3817749,-773.0240479,27.77050781,,,,,,
8.49,353.3983154,-773.1159668,27.66650391,,,,,,
8.493333333,353.4148254,-773.2080078,27.45703125,,,,,,
8.496666667,353.431366,-773.3028564,27.19189453,,,,,,
8.5,353.447876,-773.3999023,26.88720703,,,,,,
8.503333333,353.4644165,-773.4937744,26.42578125,,,,,,
8.506666667,353.4809875,-773.5822754,25.83398438,,,,,,
8.51,353.4975891,-773.6706543,25.39453125,,,,,,
8.513333333,353.5141602,-773.7615967,25.171875,,,,,,
8.516666667,353.5307007,-773.8549805,25.04296875,,,,,,
8.52,353.5472717,-773.9487305,24.91552734,,,,,,
8.523333333,353.5638733,-774.0397949,24.82910156,,,,,,
8.526666667,353.5803833,-774.1296387,24.71044922,,,,,,
8.53,353.5969849,-774.2172852,24.44824219,,,,,,
8.533333333,353.6135559,-774.2971191,24.28857422,,,,,,
8.536666667,353.6300964,-774.3699951,24.16699219,,,,,,
8.54,353.6466675,-774.44104,24.01757813,,,,,,
8.543333333,353.663208,-774.5057373,24.01611328,,,,,,
8.546666667,353.6797791,-774.5549316,24.28564453,,,,,,
8.55,353.6963806,-774.6020508,24.61669922,,,,,,
8.553333333,353.7128906,-774.664917,24.74707031,,,,,,
8.556666667,353.7294922,-774.7423096,24.64599609,,,,,,
8.56,353.7460327,-774.8255615,24.61962891,,,,,,
8.563333333,353.7626038,-774.9049072,24.83349609,,,,,,
8.566666667,353.7791748,-774.9979248,25.10009766,,,,,,
8.57,353.7957153,-775.0721436,25.25244141,,,,,,
8.573333333,353.8122559,-775.1453857,25.23193359,,,,,,
8.576666667,353.8288269,-775.227417,25.3828125,,,,,,
8.58,353.8453674,-775.3104248,25.62451172,,,,,,
8.583333333,353.8618774,-775.3983154,25.91015625,,,,,,
8.586666667,353.878418,-775.5042725,26.47119141,,,,,,
8.59,353.894928,-775.6208496,27.13037109,,,,,,
8.593333333,353.9114685,-775.7303467,27.421875,,,,,,
8.596666667,353.9279785,-775.8210449,27.59179688,,,,,,
8.6,353.9445801,-775.9051514,27.95947266,,,,,,
8.603333333,353.9610901,-776.0083008,28.24951172,,,,,,
8.606666667,353.9775696,-776.1202393,28.49853516,,,,,,
8.61,353.9941406,-776.2303467,28.96875,,,,,,
8.613333333,354.0106201,-776.3206787,29.63378906,,,,,,
8.616666667,354.0271606,-776.4038086,30.21240234,,,,,,
8.62,354.0436707,-776.4952393,30.62548828,,,,,,
8.623333333,354.0602112,-776.5870361,31.078125,,,,,,
8.626666667,354.0767212,-776.6846924,31.41503906,,,,,,
8.63,354.0932617,-776.7905273,31.38574219,,,,,,
8.633333333,354.1097717,-776.8790283,31.21435547,,,,,,
8.636666667,354.1262512,-776.9556885,31.07080078,,,,,,
8.64,354.1427917,-777.0556641,30.93896484,,,,,,
8.643333333,354.1593018,-777.1693115,30.70166016,,,,,,
8.646666667,354.1758423,-777.2720947,30.34863281,,,,,,
8.65,354.1922913,-777.3890381,30.26220703,,,,,,
8.653333333,354.2088318,-777.5131836,30.49511719,,,,,,
8.656666667,354.2253418,-777.6412354,30.93457031,,,,,,
8.66,354.2418213,-777.7628174,31.35498047,,,,,,
8.663333333,354.2583313,-777.8804932,31.66259766,,,,,,
8.666666667,354.2748718,-778.0057373,31.73291016,,,,,,
8.67,354.2914124,-778.1240234,31.60107422,,,,,,
8.673333333,354.3079224,-778.229126,31.64794922,,,,,,
8.676666667,354.3244019,-778.3255615,31.95117188,,,,,,
8.68,354.3408508,-778.4046631,32.11376953,,,,,,
8.683333333,354.3573914,-778.4759521,31.82080078,,,,,,
8.686666667,354.3738708,-778.5510254,31.48681641,,,,,,
8.69,354.3903809,-778.6418457,31.03710938,,,,,,
8.693333333,354.4069214,-778.7589111,30.53173828,,,,,,
8.696666667,354.4233704,-778.8793945,30.36035156,,,,,,
8.7,354.4399109,-779.0001221,30.11132813,,,,,,
8.703333333,354.4564209,-779.1226807,29.62939453,,,,,,
8.706666667,354.4729614,-779.2315674,29.16943359,,,,,,
8.71,354.4894714,-779.3238525,28.86474609,,,,,,
8.713333333,354.506012,-779.4226074,28.75341797,,,,,,
8.716666667,354.5225525,-779.5273438,28.76953125,,,,,,
8.72,354.5390625,-779.6297607,29.07568359,,,,,,
8.723333333,354.555603,-779.7227783,29.66894531,,,,,,
8.726666667,354.572113,-779.8062744,30.12744141,,,,,,
8.73,354.5887146,-779.880249,30.31054688,,,,,,
8.733333333,354.6052246,-779.9515381,30.046875,,,,,,
8.736666667,354.6217651,-780.0479736,29.71435547,,,,,,
8.74,354.6383362,-780.1640625,29.72460938,,,,,,
8.743333333,354.6548767,-780.2530518,29.76416016,,,,,,
8.746666667,354.6714478,-780.3294678,29.69091797,,,,,,
8.75,354.6880493,-780.4215088,29.80078125,,,,,,
8.753333333,354.7045593,-780.5233154,29.91503906,,,,,,
8.756666667,354.7211609,-780.6243896,29.67626953,,,,,,
8.76,354.7377319,-780.7313232,29.40673828,,,,,,
8.763333333,354.7542725,-780.8516846,29.23828125,,,,,,
8.766666667,354.7708435,-780.9699707,29.07421875,,,,,,
8.77,354.7874451,-781.0733643,29.03613281,,,,,,
8.773333333,354.8039551,-781.1608887,29.28369141,,,,,,
8.776666667,354.8204956,-781.24646,29.37011719,,,,,,
8.78,354.8370667,-781.3526611,29.03027344,,,,,,
8.783333333,354.8536072,-781.4810791,28.73144531,,,,,,
8.786666667,354.8701782,-781.5992432,28.89550781,,,,,,
8.79,354.8867798,-781.7081299,29.02587891,,,,,,
8.793333333,354.9032898,-781.8149414,28.87207031,,,,,,
8.796666667,354.9198914,-781.9084473,28.66552734,,,,,,
8.8,354.9364624,-781.9875488,28.49560547,,,,,,
8.803333333,354.9530029,-782.072998,28.23486328,,,,,,
8.806666667,354.969574,-782.1522217,27.98876953,,,,,,
8.81,354.9861145,-782.2247314,27.88769531,,,,,,
8.813333333,355.0026245,-782.3083496,27.99609375,,,,,,
8.816666667,355.0192261,-782.4000244,28.265625,,,,,,
8.82,355.0357361,-782.4844971,28.22607422,,,,,,
8.823333333,355.0522766,-782.5666504,27.77929688,,,,,,
8.826666667,355.0687866,-782.6506348,27.29736328,,,,,,
8.83,355.0853271,-782.7463379,27.16552734,,,,,,
8.833333333,355.1018677,-782.8358154,27.27978516,,,,,,
8.836666667,355.1184387,-782.920166,27.57568359,,,,,,
8.84,355.1349792,-783.0063477,27.90966797,,,,,,
8.843333333,355.1514893,-783.0960693,28.05322266,,,,,,
8.846666667,355.1680298,-783.1932373,28.13671875,,,,,,
8.85,355.1845398,-783.2963867,28.52050781,,,,,,
8.853333333,355.2011414,-783.3989258,28.91162109,,,,,,
8.856666667,355.2176514,-783.5059814,29.16943359,,,,,,
8.86,355.2341919,-783.6048584,29.49902344,,,,,,
8.863333333,355.2507019,-783.6896973,29.67480469,,,,,,
8.866666667,355.2673035,-783.7728271,29.78027344,,,,,,
8.87,355.2838135,-783.8653564,30.09228516,,,,,,
8.873333333,355.300354,-783.9743652,30.60351563,,,,,,
8.876666667,355.316864,-784.0992432,31.10595703,,,,,,
8.88,355.3334045,-784.2210693,31.20410156,,,,,,
8.883333333,355.3500061,-784.3221436,30.87744141,,,,,,
8.886666667,355.3665161,-784.4119873,30.52587891,,,,,,
8.89,355.3830566,-784.5106201,30.14648438,,,,,,
8.893333333,355.3996277,-784.6195068,29.97363281,,,,,,
8.896666667,355.4161682,-784.7287598,30.02050781,,,,,,
8.9,355.4327393,-784.8439941,30.08789063,,,,,,
8.903333333,355.4492798,-784.9530029,30.19921875,,,,,,
8.906666667,355.4658508,-785.0421143,30.23876953,,,,,,
8.91,355.4824524,-785.1431885,29.99121094,,,,,,
8.913333333,355.4990234,-785.2735596,29.47412109,,,,,,
8.916666667,355.515564,-785.4091797,28.8515625,,,,,,
8.92,355.532074,-785.5222168,28.13818359,,,,,,
8.923333333,355.5486755,-785.5949707,27.77050781,,,,,,
8.926666667,355.5652466,-785.6542969,27.73388672,,,,,,
8.93,355.5817871,-785.7210693,27.76318359,,,,,,
8.933333333,355.5983582,-785.7977295,27.73535156,,,,,,
8.936666667,355.6149597,-785.8984375,27.73828125,,,,,,
8.94,355.6314697,-786.0096436,27.81152344,,,,,,
8.943333333,355.6480713,-786.1170654,27.70751953,,,,,,
8.946666667,355.6646423,-786.2093506,27.74121094,,,,,,
8.95,355.6811829,-786.2867432,28.01220703,,,,,,
8.953333333,355.6976929,-786.3439941,28.11914063,,,,,,
8.956666667,355.7142334,-786.4064941,27.71044922,,,,,,
8.96,355.7308044,-786.4724121,27.13183594,,,,,,
8.963333333,355.747406,-786.5457764,26.91796875,,,,,,
8.966666667,355.763916,-786.6330566,27.14501953,,,,,,
8.97,355.7805176,-786.7244873,27.35009766,,,,,,
8.973333333,355.7970886,-786.8237305,27.60058594,,,,,,
8.976666667,355.8136292,-786.9293213,27.84228516,,,,,,
8.98,355.8301392,-787.0443115,27.97412109,,,,,,
8.983333333,355.8467407,-787.1586914,27.95214844,,,,,,
8.986666667,355.8632507,-787.2597656,27.89648438,,,,,,
8.99,355.8797913,-787.3643799,27.91552734,,,,,,
8.993333333,355.8963013,-787.4864502,28.11474609,,,,,,
8.996666667,355.9128418,-787.6046143,28.41357422,,,,,,
9,355.9294128,-787.6931152,28.72119141,,,,,,
9.003333333,355.9459534,-787.7683105,29.01416016,,,,,,
9.006666667,355.9624939,-787.8458252,29.14746094,,,,,,
9.01,355.9790649,-787.9257813,29.27929688,,,,,,
9.013333333,355.9956055,-788.0095215,29.50341797,,,,,,
9.016666667,356.0120544,-788.1092529,29.45507813,,,,,,
9.02,356.028656,-788.2247314,29.18115234,,,,,,
9.023333333,356.045105,-788.342041,28.68164063,,,,,,
9.026666667,356.0616455,-788.4429932,28.36962891,,,,,,
9.03,356.0782166,-788.5340576,28.25244141,,,,,,
9.033333333,356.0947571,-788.6188965,28.05029297,,,,,,
9.036666667,356.1113281,-788.699585,27.66943359,,,,,,
9.04,356.1278687,-788.7866211,27.55371094,,,,,,
9.043333333,356.1444397,-788.8792725,27.76318359,,,,,,
9.046666667,356.1609802,-788.9708252,28.13671875,,,,,,
9.05,356.1774902,-789.0657959,28.63623047,,,,,,
9.053333333,356.1940308,-789.1748047,29.05224609,,,,,,
9.056666667,356.2106018,-789.2835693,29.07421875,,,,,,
9.06,356.2271423,-789.375,28.65673828,,,,,,
9.063333333,356.2437134,-789.4560547,27.74853516,,,,,,
9.066666667,356.2603149,-789.5323486,26.75683594,,,,,,
9.07,356.276825,-789.6184082,26.10351563,,,,,,
9.073333333,356.2934265,-789.7128906,25.68310547,,,,,,
9.076666667,356.3099976,-789.8078613,25.41357422,,,,,,
9.08,356.3265381,-789.9012451,25.37988281,,,,,,
9.083333333,356.3431091,-789.9954834,25.2421875,,,,,,
9.086666667,356.3596497,-790.0963135,25.14697266,,,,,,
9.09,356.3762207,-790.210083,25.10888672,,,,,,
9.093333333,356.3927612,-790.3327637,25.01660156,,,,,,
9.096666667,356.4093628,-790.4356689,24.73535156,,,,,,
9.1,356.4259338,-790.5200195,24.41601563,,,,,,
9.103333333,356.4425049,-790.5791016,24.07470703,,,,,,
9.106666667,356.4591064,-790.6108398,23.58984375,,,,,,
9.11,356.4756775,-790.6416016,23.09033203,,,,,,
9.113333333,356.492218,-790.690918,22.58349609,,,,,,
9.116666667,356.5087891,-790.744873,21.98144531,,,,,,
9.12,356.5253906,-790.8153076,21.31787109,,,,,,
9.123333333,356.5419006,-790.8972168,20.54882813,,,,,,
9.126666667,356.5585022,-790.9772949,19.98486328,,,,,,
9.13,356.5750122,-791.0650635,19.52050781,,,,,,
9.133333333,356.5916138,-791.1555176,18.76025391,,,,,,
9.136666667,356.6081238,-791.2498779,17.80224609,,,,,,
9.14,356.6247253,-791.3305664,16.92041016,,,,,,
9.143333333,356.6412659,-791.3968506,16.03417969,,,,,,
9.146666667,356.6578369,-791.4431152,15.34130859,,,,,,
9.15,356.6743774,-791.4765625,14.89746094,,,,,,
9.153333333,356.6908875,-791.5229492,14.41699219,,,,,,
9.156666667,356.707489,-791.5698242,13.66552734,,,,,,
9.16,356.723999,-791.6138916,12.71630859,,,,,,
9.163333333,356.7405396,-791.6451416,11.54443359,,,,,,
9.166666667,356.7571106,-791.6816406,10.28613281,,,,,,
9.17,356.7736511,-791.7436523,8.863769531,,,,,,
9.173333333,356.7902222,-791.8093262,7.330078125,,,,,,
9.176666667,356.8067627,-791.8555908,5.646972656,,,,,,
9.18,356.8232727,-791.8823242,3.909667969,,,,,,
9.183333333,356.8398743,-791.892334,2.424316406,,,,,,
9.186666667,356.8563843,-791.8834229,1.180664063,,,,,,
9.19,356.8729858,-791.8687744,0.155273438,,,,,,
9.193333333,356.8895569,-791.8657227,-1.053222656,,,,,,
9.196666667,356.9060974,-791.8632813,-2.491699219,,,,,,
9.2,356.9226685,-791.8465576,-3.941894531,,,,,,
9.203333333,356.93927,-791.8278809,-5.424316406,,,,,,
9.206666667,356.9558411,-791.8076172,-7.11328125,,,,,,
9.21,356.9724426,-791.7773438,-9.213867188,,,,,,
9.213333333,356.9889526,-791.7403564,-11.62792969,,,,,,
9.216666667,357.0055542,-791.6986084,-14.05664063,,,,,,
9.22,357.0221252,-791.6463623,-16.20849609,,,,,,
9.223333333,357.0387268,-791.5917969,-18.18457031,,,,,,
9.226666667,357.0552979,-791.5444336,-19.92773438,,,,,,
9.23,357.0718384,-791.4979248,-21.39550781,,,,,,
9.233333333,357.0883484,-791.4431152,-22.94384766,,,,,,
9.236666667,357.10495,-791.3757324,-24.95947266,,,,,,
9.24,357.121521,-791.302002,-27.11279297,,,,,,
9.243333333,357.1380615,-791.2243652,-29.12548828,,,,,,
9.246666667,357.1546326,-791.1264648,-31.13232422,,,,,,
9.25,357.1712341,-791.0057373,-33.04541016,,,,,,
9.253333333,357.1877441,-790.8771973,-34.92480469,,,,,,
9.256666667,357.2043457,-790.7370605,-37.00195313,,,,,,
9.26,357.2209167,-790.5921631,-39.21386719,,,,,,
9.263333333,357.2375183,-790.4477539,-41.58251953,,,,,,
9.266666667,357.2540283,-790.3010254,-44.0625,,,,,,
9.27,357.2706299,-790.1599121,-46.58789063,,,,,,
9.273333333,357.2872009,-790.0250244,-49.03125,,,,,,
9.276666667,357.3037415,-789.8743896,-51.37939453,,,,,,
9.28,357.3203125,-789.6920166,-53.765625,,,,,,
9.283333333,357.336853,-789.5026855,-56.18554688,,,,,,
9.286666667,357.3534241,-789.3168945,-58.69628906,,,,,,
9.29,357.3699646,-789.131958,-60.984375,,,,,,
9.293333333,357.3864746,-788.9465332,-62.97509766,,,,,,
9.296666667,357.4030151,-788.7454834,-64.79882813,,,,,,
9.3,357.4195862,-788.5240479,-66.61376953,,,,,,
9.303333333,357.4360657,-788.2817383,-68.57373047,,,,,,
9.306666667,357.4525757,-788.0239258,-70.55273438,,,,,,
9.31,357.4691162,-787.7674561,-72.78222656,,,,,,
9.313333333,357.4856873,-787.512085,-75.37792969,,,,,,
9.316666667,357.5022278,-787.2593994,-78.15380859,,,,,,
9.32,357.5187988,-786.994873,-80.62792969,,,,,,
9.323333333,357.5352783,-786.7215576,-82.61425781,,,,,,
9.326666667,357.5518799,-786.4375,-84.42480469,,,,,,
9.33,357.5683899,-786.1358643,-86.18115234,,,,,,
9.333333333,357.5849304,-785.8387451,-88.11621094,,,,,,
9.336666667,357.6014404,-785.5516357,-90.16259766,,,,,,
9.34,357.617981,-785.2633057,-91.8984375,,,,,,
9.343333333,357.634491,-784.9595947,-93.234375,,,,,,
9.346666667,357.6510315,-784.6518555,-94.34033203,,,,,,
9.35,357.6675415,-784.3326416,-95.53564453,,,,,,
9.353333333,357.684082,-783.9897461,-96.95068359,,,,,,
9.356666667,357.700592,-783.6278076,-98.61035156,,,,,,
9.36,357.7171326,-783.2525635,-100.0913086,,,,,,
9.363333333,357.7336731,-782.887085,-101.2177734,,,,,,
9.366666667,357.7502441,-782.541626,-102.347168,,,,,,
9.37,357.7668457,-782.2087402,-103.3769531,,,,,,
9.373333333,357.7833557,-781.8725586,-104.0654297,,,,,,
9.376666667,357.7999573,-781.5168457,-104.7436523,,,,,,
9.38,357.8165283,-781.1552734,-105.5493164,,,,,,
9.383333333,357.8330688,-780.8063965,-106.2304688,,,,,,
9.386666667,357.8496399,-780.465332,-106.7387695,,,,,,
9.39,357.8662415,-780.1143799,-107.0258789,,,,,,
9.393333333,357.8828125,-779.75,-106.7885742,,,,,,
9.396666667,357.8993835,-779.3649902,-106.2539063,,,,,,
9.4,357.9159851,-778.9755859,-105.6416016,,,,,,
9.403333333,357.9325256,-778.6052246,-104.90625,,,,,,
9.406666667,357.9490967,-778.2407227,-104.2324219,,,,,,
9.41,357.9656677,-777.8623047,-103.8369141,,,,,,
9.413333333,357.9822693,-777.4901123,-103.6083984,,,,,,
9.416666667,357.9988403,-777.1398926,-103.2363281,,,,,,
9.42,358.0154419,-776.789917,-102.5917969,,,,,,
9.423333333,358.0320129,-776.4365234,-101.8330078,,,,,,
9.426666667,358.0486145,-776.085083,-101.2426758,,,,,,
9.43,358.0651855,-775.7404785,-100.7739258,,,,,,
9.433333333,358.0817261,-775.418457,-100.105957,,,,,,
9.436666667,358.0982971,-775.1120605,-99.17431641,,,,,,
9.44,358.1148987,-774.7978516,-97.92626953,,,,,,
9.443333333,358.1314697,-774.4787598,-96.64306641,,,,,,
9.446666667,358.1480713,-774.175415,-95.62353516,,,,,,
9.45,358.1646423,-773.875,-94.60839844,,,,,,
9.453333333,358.1812439,-773.5655518,-93.32958984,,,,,,
9.456666667,358.1977539,-773.2509766,-92.22216797,,,,,,
9.46,358.2143555,-772.9383545,-91.19824219,,,,,,
9.463333333,358.2309265,-772.6378174,-90.03808594,,,,,,
9.466666667,358.2475281,-772.3476563,-88.90869141,,,,,,
9.47,358.2640991,-772.0473633,-87.6796875,,,,,,
9.473333333,358.2807007,-771.7418213,-86.61328125,,,,,,
9.476666667,358.2972717,-771.4432373,-85.70654297,,,,,,
9.48,358.3138733,-771.1501465,-84.60791016,,,,,,
9.483333333,358.3304443,-770.8701172,-83.18994141,,,,,,
9.486666667,358.3470459,-770.597168,-81.62695313,,,,,,
9.49,358.363678,-770.3111572,-80.23242188,,,,,,
9.493333333,358.380249,-770.0308838,-78.79394531,,,,,,
9.496666667,358.3968506,-769.7615967,-77.16357422,,,,,,
9.5,358.4134216,-769.4960938,-75.51416016,,,,,,
9.503333333,358.4300232,-769.2380371,-73.96875,,,,,,
9.506666667,358.4466553,-768.9803467,-72.57714844,,,,,,
9.51,358.4632568,-768.7263184,-71.30419922,,,,,,
