ｻﾝﾌﾟﾙ:	GaAs_920_870__05%T.txt
ﾌｧｲﾙ名:	GaAs_920_870__05%T.txt.UDS
分析日時:	'13:27:18, 09/27/2024
ｵﾍﾟﾚｰﾀ:	OB
ｺﾒﾝﾄ:	'

光度計
ﾓﾃﾞﾙ:	U-3900形分光光度計
ｼﾘｱﾙ No.:	'3004-010
ROM Ver.:	2J25300 07

装置条件
測定ﾓｰﾄﾞ:	波長ｽｷｬﾝ
ﾃﾞｰﾀﾓｰﾄﾞ:	%T
開始波長:	920.00 nm
終了波長:	870.00 nm
ｽｷｬﾝｽﾋﾟｰﾄﾞ:	60 nm/min
ｻﾝﾌﾟﾘﾝｸﾞ間隔:	0.50 nm
初期待ち時間:	0 s
繰り返し周期:	0.0 min
測定回数:	1
測定前ｵｰﾄｾﾞﾛ:	Off
ｽﾘｯﾄ:	0.5 nm
ﾎﾄﾏﾙ電圧:	自動制御
光源切換ﾓｰﾄﾞ:	自動切換
光源切換波長:	340.00 nm
ﾍﾞｰｽﾗｲﾝ設定:	ﾕｰｻﾞ 1
高分解能測定:	Off
D2ﾗﾝﾌﾟ:	On
WIﾗﾝﾌﾟ:	On
R/S反転:	Off
ｾﾙ長:	10.0 mm

ﾋﾟｰｸ検出
検出方法:	Rectangular
感度:	1
しきい値:	0.0100

ﾋﾟｰｸ
ﾋﾟｰｸ No.	開始 (nm)	ﾋﾟｰｸ (nm)	終了 (nm)	高さ (%T)	ﾊﾞﾚｰ (nm)	ﾊﾞﾚｰ (%T)
1	920.00	886.00	884.00	-0.040	884.00	0.445
2	884.00	876.00	870.00	-0.245	870.00	-0.279

ﾃﾞｰﾀﾘｽﾄ
nm	%T
920.00	45.239
919.50	44.985
919.00	44.749
918.50	44.612
918.00	44.445
917.50	44.251
917.00	44.099
916.50	44.107
916.00	44.000
915.50	43.877
915.00	43.900
914.50	43.882
914.00	44.028
913.50	44.032
913.00	43.777
912.50	43.868
912.00	43.781
911.50	43.770
911.00	43.568
910.50	43.243
910.00	43.092
909.50	42.928
909.00	42.838
908.50	42.489
908.00	42.303
907.50	42.009
907.00	41.867
906.50	41.565
906.00	41.206
905.50	40.931
905.00	40.716
904.50	40.378
904.00	39.725
903.50	38.948
903.00	38.353
902.50	37.711
902.00	37.058
901.50	36.373
901.00	35.906
900.50	35.172
900.00	34.689
899.50	33.991
899.00	33.084
898.50	31.965
898.00	30.579
897.50	28.895
897.00	27.012
896.50	25.113
896.00	23.018
895.50	20.897
895.00	18.573
894.50	16.218
894.00	13.765
893.50	11.362
893.00	9.179
892.50	7.275
892.00	5.670
891.50	4.586
891.00	3.544
890.50	2.654
890.00	1.997
889.50	1.486
889.00	1.077
888.50	0.722
888.00	0.433
887.50	0.211
887.00	-0.021
886.50	0.008
886.00	-0.040
885.50	0.087
885.00	0.197
884.50	0.417
884.00	0.445
883.50	0.403
883.00	0.325
882.50	0.171
882.00	0.053
881.50	-0.046
881.00	0.001
880.50	0.032
880.00	0.011
879.50	0.045
879.00	0.022
878.50	0.011
878.00	-0.111
877.50	-0.096
877.00	-0.215
876.50	-0.236
876.00	-0.245
875.50	-0.173
875.00	-0.147
874.50	-0.034
874.00	0.178
873.50	0.240
873.00	0.332
872.50	0.346
872.00	0.311
871.50	0.193
871.00	0.023
870.50	-0.109
870.00	-0.279

