ｻﾝﾌﾟﾙ:	GaAs_920_870__2%T.txt
ﾌｧｲﾙ名:	GaAs_920_870__2%T.txt.UDS
分析日時:	'13:18:42, 09/27/2024
ｵﾍﾟﾚｰﾀ:	OB
ｺﾒﾝﾄ:	'

光度計
ﾓﾃﾞﾙ:	U-3900形分光光度計
ｼﾘｱﾙ No.:	'3004-010
ROM Ver.:	2J25300 07

装置条件
測定ﾓｰﾄﾞ:	波長ｽｷｬﾝ
ﾃﾞｰﾀﾓｰﾄﾞ:	%T
開始波長:	920.00 nm
終了波長:	870.00 nm
ｽｷｬﾝｽﾋﾟｰﾄﾞ:	60 nm/min
ｻﾝﾌﾟﾘﾝｸﾞ間隔:	0.50 nm
初期待ち時間:	0 s
繰り返し周期:	0.0 min
測定回数:	1
測定前ｵｰﾄｾﾞﾛ:	Off
ｽﾘｯﾄ:	2 nm
ﾎﾄﾏﾙ電圧:	自動制御
光源切換ﾓｰﾄﾞ:	自動切換
光源切換波長:	340.00 nm
ﾍﾞｰｽﾗｲﾝ設定:	ﾕｰｻﾞ 1
高分解能測定:	Off
D2ﾗﾝﾌﾟ:	On
WIﾗﾝﾌﾟ:	On
R/S反転:	Off
ｾﾙ長:	10.0 mm

ﾃﾞｰﾀﾘｽﾄ
nm	%T
920.00	43.454
919.50	43.394
919.00	43.341
918.50	43.275
918.00	43.202
917.50	43.130
917.00	43.070
916.50	43.017
916.00	42.956
915.50	42.860
915.00	42.766
914.50	42.659
914.00	42.550
913.50	42.470
913.00	42.420
912.50	42.332
912.00	42.236
911.50	42.140
911.00	42.009
910.50	41.825
910.00	41.637
909.50	41.469
909.00	41.311
908.50	41.138
908.00	40.969
907.50	40.786
907.00	40.553
906.50	40.280
906.00	39.978
905.50	39.665
905.00	39.289
904.50	38.901
904.00	38.453
903.50	37.968
903.00	37.452
902.50	36.886
902.00	36.288
901.50	35.643
901.00	34.969
900.50	34.259
900.00	33.448
899.50	32.560
899.00	31.549
898.50	30.440
898.00	29.189
897.50	27.761
897.00	26.062
896.50	24.161
896.00	22.075
895.50	19.819
895.00	17.469
894.50	15.089
894.00	12.796
893.50	10.660
893.00	8.695
892.50	6.972
892.00	5.484
891.50	4.229
891.00	3.214
890.50	2.415
890.00	1.766
889.50	1.260
889.00	0.874
888.50	0.591
888.00	0.391
887.50	0.243
887.00	0.153
886.50	0.096
886.00	0.063
885.50	0.045
885.00	0.036
884.50	0.033
884.00	0.032
883.50	0.028
883.00	0.025
882.50	0.025
882.00	0.021
881.50	0.020
881.00	0.022
880.50	0.024
880.00	0.025
879.50	0.026
879.00	0.025
878.50	0.024
878.00	0.022
877.50	0.023
877.00	0.020
876.50	0.017
876.00	0.017
875.50	0.018
875.00	0.017
874.50	0.014
874.00	0.017
873.50	0.017
873.00	0.018
872.50	0.018
872.00	0.018
871.50	0.018
871.00	0.017
870.50	0.019
870.00	0.018

