モジュール,DSC,,,,,,,,
チャンネル,DSC7020,,,,,,,,
データ名,BTO_5Kpm_9mg_20241115_2,,,,,,,,
測定日時,2024/11/15 15:21:14,,,,,,,,
サンプル名,BTO,,,,,,,,
サンプル質量,9,mg,,,,,,,
リファレンス名,Al pan,,,,,,,,
リファレンス質量,22.9,mg,,,,,,,
温度プログラム,,Cel,Cel,Cel/min,min,s,ガス１,ガス２,ストアー
,1,107,147,5,3,0.2,On,Off,On
,2,147,107,5,5,0.2,On,Off,On
,温度プログラムモード,ランプ,,,,,,,
,冷却ユニット,全自動ガス冷却,,,,,,,
オペレータ名,伊藤,,,,,,,,
組織名,,,,,,,,,
コメント,オペレータ: 伊藤,,,,,,,,
,ガス1: N2,,,,,,,,
,パン: Al,,,,,,,,
,,,,,,,,,
,,,,,,,,,
面積,,,,,,,,,
BTO_5Kpm_9mg_20241115_2  DSC,,,,,,,,,
No.,DeltaH,,,,,,,,
,mJ/mg,,,,,,,,
1,-0.970383861,,,,,,,,
2,0.840006949,,,,,,,,
,,,,,,,,,
Time,Temp.,DSC,DDSC,,,,,,
20.54666667,103.6445465,-39.24324036,-28.8248291,,,,,,
20.55,103.6453552,-39.1280365,-28.86273193,,,,,,
20.55333333,103.6461868,-39.01565552,-28.95336914,,,,,,
20.55666667,103.6470261,-38.91448975,-29.12457275,,,,,,
20.56,103.6478653,-38.8237915,-29.4909668,,,,,,
20.56333333,103.6487045,-38.72720337,-29.90039063,,,,,,
20.56666667,103.6495438,-38.61633301,-30.20599365,,,,,,
20.57,103.6503525,-38.50671387,-30.30834961,,,,,,
20.57333333,103.6511612,-38.40975952,-30.52313232,,,,,,
20.57666667,103.6520004,-38.32202148,-30.96057129,,,,,,
20.58,103.6528091,-38.23320007,-31.17407227,,,,,,
20.58333333,103.6535873,-38.14834595,-31.21655273,,,,,,
20.58666667,103.6543961,-38.05960083,-31.39984131,,,,,,
20.59,103.6552048,-37.97166443,-31.69775391,,,,,,
20.59333333,103.6560135,-37.87757874,-31.89587402,,,,,,
20.59666667,103.6567917,-37.77359009,-31.85632324,,,,,,
20.6,103.6576004,-37.66545105,-31.72723389,,,,,,
20.60333333,103.6583786,-37.54673767,-31.60290527,,,,,,
20.60666667,103.6591263,-37.43130493,-31.33630371,,,,,,
20.61,103.659874,-37.32154846,-31.078125,,,,,,
20.61333333,103.6606522,-37.2147522,-31.07977295,,,,,,
20.61666667,103.6614304,-37.09977722,-31.38647461,,,,,,
20.62,103.6622086,-36.98022461,-31.85009766,,,,,,
20.62333333,103.6629868,-36.8662262,-32.30877686,,,,,,
20.62666667,103.663765,-36.74760437,-32.8092041,,,,,,
20.63,103.6645126,-36.61453247,-33.20562744,,,,,,
20.63333333,103.6652603,-36.47589111,-33.5123291,,,,,,
20.63666667,103.666008,-36.3572998,-33.63153076,,,,,,
20.64,103.6667557,-36.26531982,-33.6361084,,,,,,
20.64333333,103.667511,-36.18438721,-33.60168457,,,,,,
20.64666667,103.6682587,-36.10313416,-33.49401855,,,,,,
20.65,103.6689758,-36.01757813,-33.43743896,,,,,,
20.65333333,103.669693,-35.91999817,-33.40063477,,,,,,
20.65666667,103.6704407,-35.8099823,-33.2713623,,,,,,
20.66,103.6711273,-35.68714905,-33.18127441,,,,,,
20.66333333,103.6718216,-35.56054688,-33.23822021,,,,,,
20.66666667,103.6725388,-35.43455505,-33.30725098,,,,,,
20.67,103.6732254,-35.30801392,-33.27429199,,,,,,
20.67333333,103.6739426,-35.19039917,-33.00640869,,,,,,
20.67666667,103.6746292,-35.07772827,-32.63323975,,,,,,
20.68,103.6753235,-34.97058105,-32.48840332,,,,,,
20.68333333,103.6760101,-34.86289978,-32.621521,,,,,,
20.68666667,103.6766663,-34.75100708,-32.84545898,,,,,,
20.69,103.6773605,-34.64332581,-33.00476074,,,,,,
20.69333333,103.6780472,-34.53599548,-32.99835205,,,,,,
20.69666667,103.6787033,-34.43595886,-32.89031982,,,,,,
20.7,103.6793671,-34.33250427,-32.67315674,,,,,,
20.70333333,103.6799927,-34.21377563,-32.28753662,,,,,,
20.70666667,103.6806488,-34.09289551,-31.86877441,,,,,,
20.71,103.6813126,-33.97167969,-31.6472168,,,,,,
20.71333333,103.6819687,-33.85005188,-31.5769043,,,,,,
20.71666667,103.6826248,-33.74186707,-31.61627197,,,,,,
20.72,103.6832581,-33.6472168,-31.68768311,,,,,,
20.72333333,103.6838837,-33.55441284,-31.80413818,,,,,,
20.72666667,103.6844864,-33.45671082,-31.82629395,,,,,,
20.73,103.685112,-33.35780334,-31.68823242,,,,,,
20.73333333,103.6857376,-33.26600647,-31.40515137,,,,,,
20.73666667,103.6863708,-33.17376709,-31.15612793,,,,,,
20.74,103.6869965,-33.0766449,-31.00854492,,,,,,
20.74333333,103.6876297,-32.97885132,-30.63098145,,,,,,
20.74666667,103.6882553,-32.88844299,-30.13201904,,,,,,
20.75,103.6888809,-32.79051208,-29.68634033,,,,,,
20.75333333,103.6895142,-32.67451477,-29.11395264,,,,,,
20.75666667,103.6901398,-32.55862427,-28.55877686,,,,,,
20.76,103.6907425,-32.43986511,-28.23706055,,,,,,
20.76333333,103.6913376,-32.32546997,-28.08361816,,,,,,
20.76666667,103.6919708,-32.20965576,-28.03326416,,,,,,
20.77,103.6925659,-32.10308838,-27.96807861,,,,,,
20.77333333,103.6931992,-32.01322937,-27.93127441,,,,,,
20.77666667,103.6937943,-31.93110657,-27.93347168,,,,,,
20.78,103.6943893,-31.84513855,-27.84539795,,,,,,
20.78333333,103.6950226,-31.76098633,-27.62768555,,,,,,
20.78666667,103.6956177,-31.68269348,-27.42718506,,,,,,
20.79,103.6962204,-31.60006714,-27.25982666,,,,,,
20.79333333,103.696785,-31.5201416,-26.86065674,,,,,,
20.79666667,103.6973572,-31.44903564,-26.35986328,,,,,,
20.8,103.6979294,-31.37759399,-25.89569092,,,,,,
20.80333333,103.698494,-31.30200195,-25.46759033,,,,,,
20.80666667,103.6990967,-31.21665955,-25.06384277,,,,,,
20.81,103.6996918,-31.12294006,-24.66925049,,,,,,
20.81333333,103.7002945,-31.02952576,-24.46783447,,,,,,
20.81666667,103.7008591,-30.93803406,-24.45080566,,,,,,
20.82,103.7014313,-30.84811401,-24.46929932,,,,,,
20.82333333,103.7019958,-30.76446533,-24.54418945,,,,,,
20.82666667,103.7025681,-30.68589783,-24.70257568,,,,,,
20.83,103.7031021,-30.6088562,-24.86462402,,,,,,
20.83333333,103.7036438,-30.53253174,-24.98236084,,,,,,
20.83666667,103.704216,-30.45773315,-25.19641113,,,,,,
20.84,103.7047806,-30.38101196,-25.47180176,,,,,,
20.84333333,103.7053223,-30.30084229,-25.73419189,,,,,,
20.84666667,103.7058868,-30.21951294,-25.89459229,,,,,,
20.85,103.706459,-30.13856506,-25.90026855,,,,,,
20.85333333,103.7070007,-30.05821228,-25.87097168,,,,,,
20.85666667,103.7075043,-29.97602844,-25.87371826,,,,,,
20.86,103.7080765,-29.89341736,-25.88470459,,,,,,
20.86333333,103.7086105,-29.8031311,-25.94824219,,,,,,
20.86666667,103.7091217,-29.71009827,-26.105896,,,,,,
20.87,103.7096634,-29.61647034,-26.30841064,,,,,,
20.87333333,103.7101746,-29.52352905,-26.5178833,,,,,,
20.87666667,103.7107086,-29.43052673,-26.72113037,,,,,,
20.88,103.7112198,-29.33798218,-26.92987061,,,,,,
20.88333333,103.7117004,-29.24357605,-27.09759521,,,,,,
20.88666667,103.7121735,-29.14907837,-27.22540283,,,,,,
20.89,103.7126541,-29.05738831,-27.33233643,,,,,,
20.89333333,103.7130737,-28.96606445,-27.44256592,,,,,,
20.89666667,103.7135239,-28.87373352,-27.55334473,,,,,,
20.9,103.713974,-28.78149414,-27.65039063,,,,,,
20.90333333,103.7143936,-28.68948364,-27.73754883,,,,,,
20.90666667,103.7148132,-28.59623718,-27.72784424,,,,,,
20.91,103.7152328,-28.5022583,-27.68225098,,,,,,
20.91333333,103.7156219,-28.40760803,-27.63922119,,,,,,
20.91666667,103.7160416,-28.31433105,-27.61450195,,,,,,
20.92,103.7164307,-28.22212219,-27.59802246,,,,,,
20.92333333,103.7168198,-28.12928772,-27.57019043,,,,,,
20.92666667,103.7172089,-28.03715515,-27.52075195,,,,,,
20.93,103.717598,-27.94607544,-27.48596191,,,,,,
20.93333333,103.7179871,-27.85652161,-27.46124268,,,,,,
20.93666667,103.7183456,-27.76644897,-27.43908691,,,,,,
20.94,103.7187347,-27.67599487,-27.43414307,,,,,,
20.94333333,103.7190933,-27.58441162,-27.42224121,,,,,,
20.94666667,103.7194519,-27.49183655,-27.36309814,,,,,,
20.95,103.7198105,-27.40103149,-27.27337646,,,,,,
20.95333333,103.7201996,-27.31169128,-27.18457031,,,,,,
20.95666667,103.7205582,-27.22137451,-27.11242676,,,,,,
20.96,103.7209167,-27.13008118,-27.05877686,,,,,,
20.96333333,103.7212753,-27.03900146,-27.00219727,,,,,,
20.96666667,103.7216644,-26.94810486,-26.94616699,,,,,,
20.97,103.7220306,-26.85739136,-26.91998291,,,,,,
20.97333333,103.7224197,-26.76789856,-26.92675781,,,,,,
20.97666667,103.7228088,-26.67869568,-26.96081543,,,,,,
20.98,103.7231979,-26.58750916,-26.97564697,,,,,,
20.98333333,103.7236176,-26.49545288,-26.95385742,,,,,,
20.98666667,103.7240067,-26.40626526,-26.90423584,,,,,,
20.99,103.7244186,-26.31958008,-26.85552979,,,,,,
20.99333333,103.7248688,-26.23332214,-26.85021973,,,,,,
20.99666667,103.7253189,-26.14543152,-26.83483887,,,,,,
21,103.7257385,-26.05734253,-26.77642822,,,,,,
21.00333333,103.7261887,-25.96942139,-26.70794678,,,,,,
21.00666667,103.7266388,-25.88166809,-26.65979004,,,,,,
21.01,103.7270889,-25.79302979,-26.62078857,,,,,,
21.01333333,103.7275085,-25.7028656,-26.57208252,,,,,,
21.01666667,103.7279587,-25.61125183,-26.53546143,,,,,,
21.02,103.7283707,-25.51870728,-26.48510742,,,,,,
21.02333333,103.7288208,-25.42857361,-26.38293457,,,,,,
21.02666667,103.7292404,-25.34007263,-26.2868042,,,,,,
21.03,103.7296295,-25.25219727,-26.2399292,,,,,,
21.03333333,103.7300491,-25.16363525,-26.21337891,,,,,,
21.03666667,103.7304688,-25.07432556,-26.17529297,,,,,,
21.04,103.7308578,-24.98728943,-26.14324951,,,,,,
21.04333333,103.7312775,-24.90161133,-26.15167236,,,,,,
21.04666667,103.7316666,-24.81565857,-26.16412354,,,,,,
21.05,103.7320862,-24.72793579,-26.15991211,,,,,,
21.05333333,103.7325058,-24.64105225,-26.12036133,,,,,,
21.05666667,103.7328949,-24.5552063,-26.05114746,,,,,,
21.06,103.733284,-24.46905518,-25.97589111,,,,,,
21.06333333,103.7336731,-24.38424683,-25.90283203,,,,,,
21.06666667,103.7340317,-24.30137634,-25.85339355,,,,,,
21.07,103.7343903,-24.21806335,-25.79663086,,,,,,
21.07333333,103.7347488,-24.13404846,-25.73034668,,,,,,
21.07666667,103.7351074,-24.05026245,-25.66699219,,,,,,
21.08,103.7354431,-23.96586609,-25.62194824,,,,,,
21.08333333,103.7357712,-23.87869263,-25.59155273,,,,,,
21.08666667,103.7360992,-23.78944397,-25.55529785,,,,,,
21.09,103.7363968,-23.70127869,-25.49816895,,,,,,
21.09333333,103.7366943,-23.61421204,-25.41925049,,,,,,
21.09666667,103.7369995,-23.52896118,-25.36486816,,,,,,
21.1,103.7373276,-23.44337463,-25.33135986,,,,,,
21.10333333,103.7376251,-23.3572998,-25.32476807,,,,,,
21.10666667,103.7379227,-23.2722168,-25.33227539,,,,,,
21.11,103.7382278,-23.18780518,-25.32348633,,,,,,
21.11333333,103.7385254,-23.10520935,-25.31213379,,,,,,
21.11666667,103.7388229,-23.02215576,-25.32202148,,,,,,
21.12,103.7391205,-22.93754578,-25.34399414,,,,,,
21.12333333,103.7393951,-22.8533783,-25.34307861,,,,,,
21.12666667,103.7396927,-22.77043152,-25.29656982,,,,,,
21.13,103.7399597,-22.68803406,-25.21746826,,,,,,
21.13333333,103.7402267,-22.60646057,-25.15045166,,,,,,
21.13666667,103.7405014,-22.52532959,-25.11767578,,,,,,
21.14,103.7407684,-22.44308472,-25.1083374,,,,,,
21.14333333,103.741066,-22.3586731,-25.06054688,,,,,,
21.14666667,103.7413406,-22.27349854,-24.98034668,,,,,,
21.15,103.7416382,-22.19052124,-24.90509033,,,,,,
21.15333333,103.7419357,-22.10839844,-24.84356689,,,,,,
21.15666667,103.7422028,-22.02452087,-24.7833252,,,,,,
21.16,103.7424774,-21.93917847,-24.69726563,,,,,,
21.16333333,103.7427444,-21.85345459,-24.60314941,,,,,,
21.16666667,103.7430115,-21.76823425,-24.50811768,,,,,,
21.17,103.7432861,-21.68457031,-24.4017334,,,,,,
21.17333333,103.7435532,-21.60293579,-24.29736328,,,,,,
21.17666667,103.7437897,-21.52009583,-24.22796631,,,,,,
21.18,103.7440643,-21.43615723,-24.17120361,,,,,,
21.18333333,103.7443008,-21.35240173,-24.12304688,,,,,,
21.18666667,103.7445679,-21.27224731,-24.08496094,,,,,,
21.19,103.7448425,-21.19372559,-24.06225586,,,,,,
21.19333333,103.745079,-21.11514282,-24.05841064,,,,,,
21.19666667,103.7453232,-21.03721619,-24.02508545,,,,,,
21.2,103.7455597,-20.96025085,-23.94561768,,,,,,
21.20333333,103.7457962,-20.88339233,-23.8324585,,,,,,
21.20666667,103.7460403,-20.80702209,-23.68450928,,,,,,
21.21,103.7462769,-20.73236084,-23.52410889,,,,,,
21.21333333,103.746521,-20.65917969,-23.37341309,,,,,,
21.21666667,103.746727,-20.58486938,-23.24890137,,,,,,
21.22,103.746994,-20.50872803,-23.13812256,,,,,,
21.22333333,103.7472382,-20.43095398,-23.02093506,,,,,,
21.22666667,103.7474442,-20.35006714,-22.89898682,,,,,,
21.23,103.7476883,-20.2676239,-22.78948975,,,,,,
21.23333333,103.7478943,-20.1855011,-22.69720459,,,,,,
21.23666667,103.7481079,-20.10435486,-22.62652588,,,,,,
21.24,103.7482834,-20.02542114,-22.57873535,,,,,,
21.24333333,103.7485199,-19.94796753,-22.52764893,,,,,,
21.24666667,103.748764,-19.87338257,-22.44396973,,,,,,
21.25,103.7490005,-19.80111694,-22.35021973,,,,,,
21.25333333,103.7492142,-19.73080444,-22.26708984,,,,,,
21.25666667,103.7494507,-19.66053772,-22.17626953,,,,,,
21.26,103.7496643,-19.58737183,-22.08032227,,,,,,
21.26333333,103.7499008,-19.51271057,-22.00616455,,,,,,
21.26666667,103.7500839,-19.43914795,-21.91607666,,,,,,
21.27,103.7502594,-19.36869812,-21.79522705,,,,,,
21.27333333,103.7504425,-19.29867554,-21.68096924,,,,,,
21.27666667,103.7506485,-19.22686768,-21.55700684,,,,,,
21.28,103.7508316,-19.15386963,-21.42425537,,,,,,
21.28333333,103.7510376,-19.08053589,-21.31036377,,,,,,
21.28666667,103.7512207,-19.00926208,-21.23950195,,,,,,
21.29,103.7513962,-18.94067383,-21.23529053,,,,,,
21.29333333,103.7516098,-18.87336731,-21.23272705,,,,,,
21.29666667,103.7517853,-18.80717468,-21.19537354,,,,,,
21.3,103.7519989,-18.74099731,-21.11315918,,,,,,
21.30333333,103.7521744,-18.67195129,-21.00604248,,,,,,
21.30666667,103.752327,-18.60043335,-20.89691162,,,,,,
21.31,103.7525024,-18.52867126,-20.81854248,,,,,,
21.31333333,103.752655,-18.45622253,-20.77697754,,,,,,
21.31666667,103.7528381,-18.38366699,-20.72003174,,,,,,
21.32,103.7529831,-18.31358337,-20.63269043,,,,,,
21.32333333,103.7531357,-18.24502563,-20.53601074,,,,,,
21.32666667,103.7532501,-18.17581177,-20.45690918,,,,,,
21.33,103.7534027,-18.10400391,-20.43200684,,,,,,
21.33333333,103.7535248,-18.03138733,-20.43621826,,,,,,
21.33666667,103.7536392,-17.96246338,-20.45654297,,,,,,
21.34,103.7537918,-17.89729309,-20.48199463,,,,,,
21.34333333,103.7539139,-17.83227539,-20.48254395,,,,,,
21.34666667,103.7540588,-17.76687622,-20.44921875,,,,,,
21.35,103.7541809,-17.70152283,-20.37469482,,,,,,
21.35333333,103.754364,-17.63568115,-20.29266357,,,,,,
21.35666667,103.754509,-17.5692749,-20.21209717,,,,,,
21.36,103.754631,-17.50363159,-20.13153076,,,,,,
21.36333333,103.7547836,-17.43850708,-20.07568359,,,,,,
21.36666667,103.7548981,-17.37290955,-20.03503418,,,,,,
21.37,103.7549896,-17.30612183,-19.97406006,,,,,,
21.37333333,103.7551117,-17.23796082,-19.88598633,,,,,,
21.37666667,103.7552032,-17.16972351,-19.80853271,,,,,,
21.38,103.7552872,-17.10125732,-19.76605225,,,,,,
21.38333333,103.7553787,-17.03382874,-19.7276001,,,,,,
21.38666667,103.7554703,-16.96601868,-19.66040039,,,,,,
21.39,103.7555618,-16.89909363,-19.59283447,,,,,,
21.39333333,103.7556763,-16.83433533,-19.53222656,,,,,,
21.39666667,103.7557678,-16.76841736,-19.46173096,,,,,,
21.4,103.7558594,-16.7028656,-19.39599609,,,,,,
21.40333333,103.7559204,-16.63856506,-19.34069824,,,,,,
21.40666667,103.7560043,-16.57373047,-19.26672363,,,,,,
21.41,103.7560959,-16.50839233,-19.17462158,,,,,,
21.41333333,103.7561874,-16.4430542,-19.05322266,,,,,,
21.41666667,103.7562485,-16.37776184,-18.93713379,,,,,,
21.42,103.75634,-16.31384277,-18.83953857,,,,,,
21.42333333,103.7563705,-16.2514801,-18.74707031,,,,,,
21.42666667,103.7564545,-16.19088745,-18.6630249,,,,,,
21.43,103.7565155,-16.13146973,-18.59307861,,,,,,
21.43333333,103.7565765,-16.07125854,-18.54162598,,,,,,
21.43666667,103.7566071,-16.01081848,-18.47039795,,,,,,
21.44,103.7566681,-15.95040894,-18.37573242,,,,,,
21.44333333,103.7567291,-15.88951111,-18.28344727,,,,,,
21.44666667,103.7567902,-15.82966614,-18.2043457,,,,,,
21.45,103.756813,-15.77093506,-18.1272583,,,,,,
21.45333333,103.7568741,-15.71307373,-18.06793213,,,,,,
21.45666667,103.7569351,-15.65530396,-18.01483154,,,,,,
21.46,103.7569962,-15.59576416,-17.95477295,,,,,,
21.46333333,103.7570572,-15.53523254,-17.89324951,,,,,,
21.46666667,103.7571182,-15.47515869,-17.82678223,,,,,,
21.47,103.7571793,-15.41394043,-17.78503418,,,,,,
21.47333333,103.7572327,-15.35185242,-17.75097656,,,,,,
21.47666667,103.7572937,-15.29179382,-17.6854248,,,,,,
21.48,103.7573547,-15.23306274,-17.59790039,,,,,,
21.48333333,103.7574158,-15.17552185,-17.51806641,,,,,,
21.48666667,103.7574768,-15.11831665,-17.44390869,,,,,,
21.49,103.7575378,-15.05996704,-17.37908936,,,,,,
21.49333333,103.7575684,-15.0005188,-17.31225586,,,,,,
21.49666667,103.7575912,-14.93948364,-17.26153564,,,,,,
21.5,103.7576523,-14.87904358,-17.21777344,,,,,,
21.50333333,103.7577133,-14.82009888,-17.14196777,,,,,,
21.50666667,103.7577744,-14.76321411,-17.06176758,,,,,,
21.51,103.7578354,-14.7073822,-16.9888916,,,,,,
21.51333333,103.7578964,-14.65060425,-16.90631104,,,,,,
21.51666667,103.7579575,-14.59432983,-16.83270264,,,,,,
21.52,103.7580109,-14.54069519,-16.77905273,,,,,,
21.52333333,103.7580719,-14.48728943,-16.72521973,,,,,,
21.52666667,103.7581329,-14.43289185,-16.66333008,,,,,,
21.53,103.7581635,-14.37869263,-16.58807373,,,,,,
21.53333333,103.758194,-14.32551575,-16.53442383,,,,,,
21.53666667,103.758255,-14.2727356,-16.46960449,,,,,,
21.54,103.7582855,-14.21846008,-16.3692627,,,,,,
21.54333333,103.758316,-14.1638031,-16.26470947,,,,,,
21.54666667,103.7583466,-14.11022949,-16.18835449,,,,,,
21.55,103.7583771,-14.05635071,-16.15228271,,,,,,
21.55333333,103.7584,-14.00154114,-16.10870361,,,,,,
21.55666667,103.7584305,-13.94631958,-16.05743408,,,,,,
21.56,103.758461,-13.89138794,-16.01898193,,,,,,
21.56333333,103.758522,-13.83702087,-15.99627686,,,,,,
21.56666667,103.7585526,-13.78416443,-15.94665527,,,,,,
21.57,103.7586136,-13.73284912,-15.86444092,,,,,,
21.57333333,103.7586746,-13.68014526,-15.78826904,,,,,,
21.57666667,103.7587357,-13.62484741,-15.75091553,,,,,,
21.58,103.7587891,-13.57106018,-15.7166748,,,,,,
21.58333333,103.7588196,-13.51931763,-15.6427002,,,,,,
21.58666667,103.7588806,-13.46844482,-15.56158447,,,,,,
21.59,103.7589111,-13.41583252,-15.49511719,,,,,,
21.59333333,103.7589417,-13.36300659,-15.43963623,,,,,,
21.59666667,103.7589417,-13.31036377,-15.35339355,,,,,,
21.6,103.7589722,-13.25808716,-15.25854492,,,,,,
21.60333333,103.7590027,-13.2066803,-15.21588135,,,,,,
21.60666667,103.7590027,-13.15591431,-15.20562744,,,,,,
21.61,103.7590332,-13.10722351,-15.21075439,,,,,,
21.61333333,103.7590332,-13.06018066,-15.19720459,,,,,,
21.61666667,103.7590332,-13.01171875,-15.13037109,,,,,,
21.62,103.7590637,-12.96128845,-15.04669189,,,,,,
21.62333333,103.7590942,-12.91148376,-14.98754883,,,,,,
21.62666667,103.7591553,-12.86373901,-14.94726563,,,,,,
21.63,103.7591553,-12.81637573,-14.9130249,,,,,,
21.63333333,103.7591782,-12.76733398,-14.83795166,,,,,,
21.63666667,103.7592087,-12.71803284,-14.70135498,,,,,,
21.64,103.7592087,-12.67120361,-14.52575684,,,,,,
21.64333333,103.7592087,-12.62216187,-14.37799072,,,,,,
21.64666667,103.7591782,-12.56967163,-14.27893066,,,,,,
21.65,103.7591782,-12.51686096,-14.22692871,,,,,,
21.65333333,103.7591782,-12.46540833,-14.22143555,,,,,,
21.65666667,103.7591553,-12.41595459,-14.18353271,,,,,,
21.66,103.7591248,-12.36767578,-14.08044434,,,,,,
21.66333333,103.7590942,-12.31983948,-13.9552002,,,,,,
21.66666667,103.7590942,-12.27226257,-13.85980225,,,,,,
21.67,103.7590637,-12.22409058,-13.80633545,,,,,,
21.67333333,103.7590332,-12.17559814,-13.7409668,,,,,,
21.67666667,103.7590027,-12.13157654,-13.63879395,,,,,,
21.68,103.7589722,-12.09248352,-13.56317139,,,,,,
21.68333333,103.7589417,-12.05433655,-13.48223877,,,,,,
21.68666667,103.7589111,-12.01304626,-13.31726074,,,,,,
21.69,103.7588806,-11.96879578,-13.11877441,,,,,,
21.69333333,103.7588196,-11.92204285,-12.94445801,,,,,,
21.69666667,103.7587891,-11.87588501,-12.79577637,,,,,,
21.7,103.7587891,-11.83355713,-12.66119385,,,,,,
21.70333333,103.7587891,-11.79316711,-12.54675293,,,,,,
21.70666667,103.7587662,-11.75305176,-12.43066406,,,,,,
21.71,103.7587357,-11.71121216,-12.30889893,,,,,,
21.71333333,103.7587051,-11.66812134,-12.17230225,,,,,,
21.71666667,103.7587051,-11.62638855,-12.02288818,,,,,,
21.72,103.7586746,-11.58508301,-11.91210938,,,,,,
21.72333333,103.7586441,-11.54362488,-11.86120605,,,,,,
21.72666667,103.7586441,-11.50469971,-11.83026123,,,,,,
21.73,103.7586136,-11.46821594,-11.78613281,,,,,,
21.73333333,103.7586441,-11.43127441,-11.71728516,,,,,,
21.73666667,103.7586441,-11.39300537,-11.62628174,,,,,,
21.74,103.7586136,-11.35549927,-11.55084229,,,,,,
21.74333333,103.7585831,-11.31742859,-11.50488281,,,,,,
21.74666667,103.7585831,-11.27905273,-11.47155762,,,,,,
21.75,103.7585831,-11.24136353,-11.42724609,,,,,,
21.75333333,103.7585831,-11.20379639,-11.36187744,,,,,,
21.75666667,103.7585831,-11.16755676,-11.28771973,,,,,,
21.76,103.7585526,-11.13493347,-11.2131958,,,,,,
21.76333333,103.7585526,-11.10243225,-11.1427002,,,,,,
21.76666667,103.7585831,-11.06712341,-11.10882568,,,,,,
21.77,103.7585831,-11.02886963,-11.11541748,,,,,,
21.77333333,103.7586136,-10.98913574,-11.13555908,,,,,,
21.77666667,103.7586136,-10.94937134,-11.12713623,,,,,,
21.78,103.7586441,-10.91049194,-11.08483887,,,,,,
21.78333333,103.7586136,-10.8731842,-11.05828857,,,,,,
21.78666667,103.7585831,-10.83580017,-11.03063965,,,,,,
21.79,103.7585831,-10.79873657,-10.98577881,,,,,,
21.79333333,103.7585831,-10.76147461,-10.94696045,,,,,,
21.79666667,103.7585831,-10.72439575,-10.918396,,,,,,
21.8,103.7585526,-10.68882751,-10.91949463,,,,,,
21.80333333,103.7585526,-10.65377808,-10.93011475,,,,,,
21.80666667,103.7585831,-10.61701965,-10.92077637,,,,,,
21.81,103.7585526,-10.57896423,-10.87609863,,,,,,
21.81333333,103.758522,-10.54110718,-10.8079834,,,,,,
21.81666667,103.758522,-10.50311279,-10.71954346,,,,,,
21.82,103.758522,-10.46749878,-10.62652588,,,,,,
21.82333333,103.7584915,-10.43305969,-10.56298828,,,,,,
21.82666667,103.758461,-10.3968811,-10.51428223,,,,,,
21.83,103.758461,-10.36161804,-10.453125,,,,,,
21.83333333,103.7584305,-10.32762146,-10.39654541,,,,,,
21.83666667,103.7584305,-10.29292297,-10.33850098,,,,,,
21.84,103.7584,-10.25796509,-10.2855835,,,,,,
21.84333333,103.7583771,-10.22442627,-10.21069336,,,,,,
21.84666667,103.7583466,-10.19166565,-10.11199951,,,,,,
21.85,103.758316,-10.15856934,-10.0045166,,,,,,
21.85333333,103.7582855,-10.12518311,-9.895385742,,,,,,
21.85666667,103.758255,-10.09194946,-9.784240723,,,,,,
21.86,103.758255,-10.06007385,-9.694519043,,,,,,
21.86333333,103.7582245,-10.02799988,-9.644714355,,,,,,
21.86666667,103.7582245,-9.994796753,-9.567626953,,,,,,
21.87,103.7582245,-9.962188721,-9.460327148,,,,,,
21.87333333,103.758194,-9.929962158,-9.347900391,,,,,,
21.87666667,103.7581329,-9.897583008,-9.233825684,,,,,,
21.88,103.7581024,-9.864990234,-9.121032715,,,,,,
21.88333333,103.7580719,-9.834487915,-9.021789551,,,,,,
21.88666667,103.7580109,-9.806869507,-8.945068359,,,,,,
21.89,103.7579803,-9.7787323,-8.874938965,,,,,,
21.89333333,103.7579269,-9.749862671,-8.815979004,,,,,,
21.89666667,103.7578964,-9.721038818,-8.751342773,,,,,,
21.9,103.7578659,-9.692047119,-8.692749023,,,,,,
21.90333333,103.7578049,-9.661773682,-8.627746582,,,,,,
21.90666667,103.7577744,-9.632049561,-8.533630371,,,,,,
21.91,103.7577438,-9.603942871,-8.434753418,,,,,,
21.91333333,103.7577133,-9.577880859,-8.375610352,,,,,,
21.91666667,103.7576828,-9.553405762,-8.332580566,,,,,,
21.92,103.7576218,-9.528167725,-8.273254395,,,,,,
21.92333333,103.7575912,-9.502288818,-8.195068359,,,,,,
21.92666667,103.7575378,-9.475952148,-8.144348145,,,,,,
21.93,103.7575073,-9.449234009,-8.113220215,,,,,,
21.93333333,103.7574768,-9.421508789,-8.086486816,,,,,,
21.93666667,103.7574463,-9.3931427,-8.04876709,,,,,,
21.94,103.7573853,-9.365219116,-7.97644043,,,,,,
21.94333333,103.7573547,-9.338165283,-7.872802734,,,,,,
21.94666667,103.7572632,-9.312606812,-7.796630859,,,,,,
21.95,103.7572021,-9.288101196,-7.775390625,,,,,,
21.95333333,103.7571487,-9.262115479,-7.793518066,,,,,,
21.95666667,103.7570877,-9.233825684,-7.830871582,,,,,,
21.96,103.7570572,-9.205307007,-7.859069824,,,,,,
21.96333333,103.7570267,-9.178924561,-7.860900879,,,,,,
21.96666667,103.7569962,-9.153991699,-7.831604004,,,,,,
21.97,103.7569656,-9.129608154,-7.787109375,,,,,,
21.97333333,103.7569351,-9.10369873,-7.745727539,,,,,,
21.97666667,103.7569046,-9.077346802,-7.68182373,,,,,,
