モジュール,DSC,,,,,,,,
チャンネル,DSC7020,,,,,,,,
データ名,BTO_5Kpm_9mg_20241115_2,,,,,,,,
測定日時,2024/11/15 15:21:14,,,,,,,,
サンプル名,BTO,,,,,,,,
サンプル質量,9,mg,,,,,,,
リファレンス名,Al pan,,,,,,,,
リファレンス質量,22.9,mg,,,,,,,
温度プログラム,,Cel,Cel,Cel/min,min,s,ガス１,ガス２,ストアー
,1,107,147,5,3,0.2,On,Off,On
,2,147,107,5,5,0.2,On,Off,On
,温度プログラムモード,ランプ,,,,,,,
,冷却ユニット,全自動ガス冷却,,,,,,,
オペレータ名,伊藤,,,,,,,,
組織名,,,,,,,,,
コメント,オペレータ: 伊藤,,,,,,,,
,ガス1: N2,,,,,,,,
,パン: Al,,,,,,,,
,,,,,,,,,
,,,,,,,,,
面積,,,,,,,,,
BTO_5Kpm_9mg_20241115_2  DSC,,,,,,,,,
No.,DeltaH,,,,,,,,
,mJ/mg,,,,,,,,
1,-0.970383861,,,,,,,,
2,0.840006949,,,,,,,,
,,,,,,,,,
Time,Temp.,DSC,DDSC,,,,,,
5.663333333,129.792511,-645.5092163,39.57788086,,,,,,
5.666666667,129.8095245,-645.6533203,39.82617188,,,,,,
5.67,129.8264923,-645.7911377,39.87524414,,,,,,
5.673333333,129.8434296,-645.937439,40.22680664,,,,,,
5.676666667,129.8603821,-646.0929565,41.0690918,,,,,,
5.68,129.8773193,-646.1450195,41.94360352,,,,,,
5.683333333,129.8942871,-646.2541504,42.79321289,,,,,,
5.686666667,129.9112396,-646.3653564,43.56298828,,,,,,
5.69,129.9282074,-646.4763794,44.05737305,,,,,,
5.693333333,129.9451752,-646.6038208,44.31665039,,,,,,
5.696666667,129.9621582,-646.7628784,44.52099609,,,,,,
5.7,129.9791565,-646.9375,44.54882813,,,,,,
5.703333333,129.9961395,-647.1010132,44.68945313,,,,,,
5.706666667,130.0131378,-647.2528076,45.06152344,,,,,,
5.71,130.0301056,-647.378418,45.66796875,,,,,,
5.713333333,130.0470581,-647.5009766,46.44580078,,,,,,
5.716666667,130.0640259,-647.6676025,46.96801758,,,,,,
5.72,130.0809937,-647.8639526,48.47241211,,,,,,
5.723333333,130.0979462,-648.0651855,50.52099609,,,,,,
5.726666667,130.1148834,-648.2652588,52.75561523,,,,,,
5.73,130.1318512,-648.451355,55.35644531,,,,,,
5.733333333,130.1488953,-648.6122437,58.33227539,,,,,,
5.736666667,130.1659393,-648.7672729,61.42822266,,,,,,
5.74,130.1829834,-648.9241333,64.84643555,,,,,,
5.743333333,130.1999969,-649.0791016,70.9921875,,,,,,
5.746666667,130.217041,-649.2471313,84.43579102,,,,,,
5.75,130.2341003,-649.4304199,110.0075684,,,,,,
5.753333333,130.2511749,-649.630127,151.2106934,,,,,,
5.756666667,130.268219,-649.8328857,208.1184082,,,,,,
5.76,130.2852936,-650.0352783,278.5949707,,,,,,
5.763333333,130.3023682,-650.2717896,360.9301758,,,,,,
5.766666667,130.3194122,-650.5541992,455.6564941,,,,,,
5.77,130.3364868,-650.8656616,565.795166,,,,,,
5.773333333,130.3535614,-651.2102661,691.6384277,,,,,,
5.776666667,130.3706207,-651.5944214,829.9313965,,,,,,
5.78,130.3876648,-652.0137329,976.4978027,,,,,,
5.783333333,130.4047089,-652.5479126,1128.665771,,,,,,
5.786666667,130.4217224,-653.4747314,1286.625,,,,,,
5.79,130.4387665,-655.2056274,1452.472412,,,,,,
5.793333333,130.45578,-658.0913086,1627.710205,,,,,,
5.796666667,130.4727936,-662.3201294,1811.693115,,,,,,
5.8,130.4898224,-667.8165894,2002.161621,,,,,,
5.803333333,130.5068054,-674.3919678,2195.909912,,,,,,
5.806666667,130.523819,-681.9450684,2389.023926,,,,,,
5.81,130.5407715,-690.6544189,2579.054443,,,,,,
5.813333333,130.557724,-700.6934204,2764.85376,,,,,,
5.816666667,130.574646,-711.9038086,2944.845703,,,,,,
5.82,130.591568,-723.9677124,3117.959473,,,,,,
5.823333333,130.6084595,-736.5859985,3283.301514,,,,,,
5.826666667,130.6253662,-749.6459961,3437.455811,,,,,,
5.83,130.6421967,-763.2832031,3572.686523,,,,,,
5.833333333,130.6590271,-777.671936,3679.520508,,,,,,
5.836666667,130.6758575,-792.8578491,3750.306152,,,,,,
5.84,130.6926575,-808.6900635,3782.29834,,,,,,
5.843333333,130.7094269,-824.9414673,3778.119873,,,,,,
5.846666667,130.7261658,-841.3348999,3742.05542,,,,,,
5.85,130.7428589,-857.5952148,3675.339111,,,,,,
5.853333333,130.7595367,-873.5803833,3573.797607,,,,,,
5.856666667,130.7761841,-889.1825562,3437.20459,,,,,,
5.86,130.7928009,-904.2857056,3279.721436,,,,,,
5.863333333,130.8094177,-918.8237915,3131.505615,,,,,,
5.866666667,130.8260345,-932.7284546,3022.705078,,,,,,
5.87,130.8426666,-945.8115845,2965.705078,,,,,,
5.873333333,130.8592834,-957.7225952,2954.05957,,,,,,
5.876666667,130.8759003,-968.0700073,2973.374268,,,,,,
5.88,130.8924866,-976.5762329,3010.590088,,,,,,
5.883333333,130.9091034,-983.1880493,3057.33252,,,,,,
5.886666667,130.9257507,-988.0463257,3108.512695,,,,,,
5.89,130.9423676,-991.338562,3161.86084,,,,,,
5.893333333,130.9590607,-993.0858765,3216.268066,,,,,,
5.896666667,130.975769,-993.1454468,3269.895996,,,,,,
5.9,130.9924774,-991.8585815,3322.012207,,,,,,
5.903333333,131.0092163,-990.8265991,3372.619629,,,,,,
5.906666667,131.0259857,-992.4922485,3421.869141,,,,,,
5.91,131.0427246,-998.6300659,3470.944336,,,,,,
5.913333333,131.0594482,-1009.537659,3522.751465,,,,,,
5.916666667,131.0761261,-1024.403259,3581.800781,,,,,,
5.92,131.0927734,-1042.054504,3652.334473,,,,,,
5.923333333,131.1094208,-1061.453308,3738.105469,,,,,,
5.926666667,131.1260071,-1081.822205,3840.325195,,,,,,
5.93,131.1425629,-1102.582947,3957.446777,,,,,,
5.933333333,131.1590881,-1123.348572,4088.036133,,,,,,
5.936666667,131.1756287,-1143.853088,4232.734863,,,,,,
5.94,131.1921539,-1163.860291,4390.543945,,,,,,
5.943333333,131.2086182,-1183.2453,4546.139648,,,,,,
5.946666667,131.2250824,-1201.937683,4657.032715,,,,,,
5.95,131.2415161,-1219.920349,4670.48291,,,,,,
5.953333333,131.2579498,-1237.164368,4555.353516,,,,,,
5.956666667,131.2743988,-1253.647156,4312.125,,,,,,
5.96,131.290802,-1269.351135,3961.513184,,,,,,
5.963333333,131.3072357,-1284.33905,3530.651367,,,,,,
5.966666667,131.3236694,-1298.789856,3044.128418,,,,,,
5.97,131.3401031,-1312.808899,2521.882324,,,,,,
5.973333333,131.3565369,-1326.427307,1980.250488,,,,,,
5.976666667,131.3729858,-1339.631287,1431.161133,,,,,,
5.98,131.3894196,-1352.346008,883.5087891,,,,,,
5.983333333,131.4058533,-1364.411804,343.8852539,,,,,,
5.986666667,131.422287,-1375.047913,-183.3647461,,,,,,
5.99,131.4387512,-1382.379944,-695.0566406,,,,,,
5.993333333,131.455246,-1384.431946,-1189.277344,,,,,,
5.996666667,131.471817,-1380.266418,-1664.607422,,,,,,
6,131.4884033,-1370.117126,-2120.416992,,,,,,
6.003333333,131.5050812,-1354.925598,-2556.697266,,,,,,
6.006666667,131.5218201,-1335.871033,-2975.465332,,,,,,
6.01,131.5386505,-1314.018738,-3380.44043,,,,,,
6.013333333,131.555542,-1290.302673,-3773.771484,,,,,,
6.016666667,131.5724945,-1265.51886,-4155.827637,,,,,,
6.02,131.5895538,-1240.242371,-4525.494141,,,,,,
6.023333333,131.6066589,-1214.893127,-4881.174316,,,,,,
6.026666667,131.6238251,-1189.785339,-5218.182129,,,,,,
6.03,131.6410522,-1165.163269,-5519.950195,,,,,,
6.033333333,131.6583405,-1141.216125,-5760.918457,,,,,,
6.036666667,131.6756592,-1118.05072,-5922.769043,,,,,,
6.04,131.6930695,-1095.733459,-6001.674316,,,,,,
6.043333333,131.7104797,-1074.271912,-6005.578125,,,,,,
6.046666667,131.7279053,-1053.670227,-5948.155273,,,,,,
6.05,131.7453766,-1033.83197,-5843.494141,,,,,,
6.053333333,131.7628479,-1014.600769,-5703.473145,,,,,,
6.056666667,131.7803497,-995.9059448,-5539.058594,,,,,,
6.06,131.7978821,-977.7727661,-5359.104492,,,,,,
6.063333333,131.8154449,-960.2446899,-5169.625,,,,,,
6.066666667,131.8330078,-943.3552856,-4975.171875,,,,,,
6.07,131.8505707,-927.1264038,-4778.84082,,,,,,
6.073333333,131.8681335,-911.588562,-4583.686523,,,,,,
6.076666667,131.8857117,-896.7390747,-4392.513672,,,,,,
6.08,131.9032745,-882.5748901,-4206.836914,,,,,,
6.083333333,131.9208374,-869.0991821,-4027.118408,,,,,,
6.086666667,131.9384308,-856.291748,-3853.381348,,,,,,
6.09,131.9559937,-844.1257324,-3685.412842,,,,,,
6.093333333,131.9735565,-832.585022,-3521.813232,,,,,,
6.096666667,131.9911499,-821.6629028,-3361.304443,,,,,,
6.1,132.0087433,-811.3015137,-3203.581787,,,,,,
6.103333333,132.0263367,-801.4729614,-3049.488281,,,,,,
6.106666667,132.0438995,-792.1594238,-2899.562256,,,,,,
6.11,132.0614777,-783.3634033,-2754.244629,,,,,,
6.113333333,132.07901,-775.0870361,-2613.837891,,,,,,
6.116666667,132.0965424,-767.2594604,-2479.035645,,,,,,
6.12,132.1140747,-759.8060303,-2349.998291,,,,,,
6.123333333,132.1315765,-752.7134399,-2226.799072,,,,,,
6.126666667,132.1490784,-745.9811401,-2109.708984,,,,,,
6.13,132.1665802,-739.6078491,-1998.290771,,,,,,
6.133333333,132.1840515,-733.5685425,-1892.367188,,,,,,
6.136666667,132.2015228,-727.8317871,-1792.157959,,,,,,
6.14,132.2189789,-722.4017944,-1697.176758,,,,,,
6.143333333,132.2364197,-717.2697754,-1606.772461,,,,,,
6.146666667,132.2538605,-712.413269,-1520.986816,,,,,,
6.15,132.2712708,-707.8295898,-1439.561279,,,,,,
6.153333333,132.2886505,-703.510498,-1362.788086,,,,,,
6.156666667,132.3060608,-699.4467163,-1290.890625,,,,,,
6.16,132.3234711,-695.5882568,-1222.855957,,,,,,
6.163333333,132.3408813,-691.9385376,-1157.912842,,,,,,
6.166666667,132.3582611,-688.4735718,-1095.979248,,,,,,
6.17,132.3756561,-685.1818237,-1037.075684,,,,,,
6.173333333,132.3930359,-682.0735474,-981.1999512,,,,,,
6.176666667,132.4103851,-679.1221924,-928.0759277,,,,,,
6.18,132.4277344,-676.3233643,-877.4868164,,,,,,
6.183333333,132.4450836,-673.6845703,-829.4904785,,,,,,
6.186666667,132.4624023,-671.1968994,-783.8254395,,,,,,
6.19,132.4797516,-668.8480835,-740.7209473,,,,,,
6.193333333,132.4971008,-666.6509399,-700.2641602,,,,,,
6.196666667,132.5144653,-664.5640869,-662.7099609,,,,,,
6.2,132.5317841,-662.5542603,-627.6269531,,,,,,
6.203333333,132.5491028,-660.6384888,-594.2453613,,,,,,
6.206666667,132.5664215,-658.8328247,-562.7094727,,,,,,
6.21,132.5837097,-657.135437,-532.5578613,,,,,,
6.213333333,132.6010284,-655.5441284,-503.6682129,,,,,,
6.216666667,132.6183167,-654.0414429,-476.1225586,,,,,,
6.22,132.6356049,-652.6276855,-449.6535645,,,,,,
6.223333333,132.6529236,-651.3029175,-424.4750977,,,,,,
6.226666667,132.6701965,-650.072998,-400.8808594,,,,,,
6.23,132.6874237,-648.918457,-378.7602539,,,,,,
6.233333333,132.7046814,-647.8164063,-358.3417969,,,,,,
6.236666667,132.7219391,-646.7513428,-339.4116211,,,,,,
6.24,132.7391968,-645.7016602,-321.0695801,,,,,,
6.243333333,132.756424,-644.6958618,-303.1391602,,,,,,
6.246666667,132.7736511,-643.7496338,-285.965332,,,,,,
6.25,132.7908783,-642.8498535,-269.934082,,,,,,
6.253333333,132.8081207,-642.0198975,-255.1523438,,,,,,
6.256666667,132.8253174,-641.2618408,-241.4970703,,,,,,
6.26,132.842514,-640.5587769,-228.4211426,,,,,,
6.263333333,132.8597107,-639.9177246,-215.8894043,,,,,,
6.266666667,132.8769073,-639.3104858,-204.1311035,,,,,,
6.27,132.8940735,-638.7276611,-193.4934082,,,,,,
6.273333333,132.9112396,-638.1546021,-183.6796875,,,,,,
6.276666667,132.9284363,-637.5882568,-174.1376953,,,,,,
6.28,132.9455872,-637.0476074,-164.4909668,,,,,,
6.283333333,132.9627228,-636.5509644,-154.5593262,,,,,,
6.286666667,132.9798584,-636.1031494,-145.2875977,,,,,,
6.29,132.996994,-635.6826782,-136.7189941,,,,,,
6.293333333,133.0140991,-635.270752,-128.7648926,,,,,,
6.296666667,133.0312347,-634.8586426,-121.5344238,,,,,,
6.3,133.0483398,-634.4668579,-114.515625,,,,,,
6.303333333,133.0654907,-634.1206665,-105.4628906,,,,,,
6.306666667,133.0826263,-633.8128662,-97.50146484,,,,,,
6.31,133.0997314,-633.5167236,-90.13842773,,,,,,
6.313333333,133.1168976,-633.2080688,-83.72241211,,,,,,
6.316666667,133.1340332,-632.9086914,-77.95458984,,,,,,
6.32,133.1511688,-632.6375732,-73.22753906,,,,,,
6.323333333,133.1682739,-632.4093018,-68.64697266,,,,,,
6.326666667,133.185379,-632.211853,-64.27441406,,,,,,
6.33,133.2024994,-632.0049438,-60.22705078,,,,,,
6.333333333,133.2196045,-631.7954712,-56.2331543,,,,,,
6.336666667,133.2366791,-631.5975342,-52.18945313,,,,,,
6.34,133.2537842,-631.4214478,-48.21826172,,,,,,
6.343333333,133.2708893,-631.4069824,-44.6652832,,,,,,
6.346666667,133.2879639,-631.4669189,-41.71289063,,,,,,
6.35,133.3050995,-631.5011597,-39.23583984,,,,,,
6.353333333,133.3222351,-631.4925537,-36.62548828,,,,,,
6.356666667,133.3393555,-631.4243774,-33.86352539,,,,,,
6.36,133.3564606,-631.2902222,-31.29418945,,,,,,
6.363333333,133.3735657,-631.1375122,-29.09472656,,,,,,
6.366666667,133.3906708,-631.0160522,-27.39404297,,,,,,
6.37,133.4077759,-630.9178467,-25.66333008,,,,,,
6.373333333,133.424881,-630.829834,-23.66455078,,,,,,
6.376666667,133.4419556,-630.7525635,-21.52587891,,,,,,
6.38,133.4590454,-630.6777344,-19.43041992,,,,,,
6.383333333,133.4761505,-630.6019897,-17.68798828,,,,,,
6.386666667,133.4932556,-630.5286865,-18.72949219,,,,,,
6.39,133.5103302,-630.4414063,-19.43041992,,,,,,
6.393333333,133.5274048,-630.3529663,-19.86035156,,,,,,
6.396666667,133.5444489,-630.2712402,-19.39819336,,,,,,
6.4,133.5615234,-630.1969604,-18.23657227,,,,,,
6.403333333,133.5785675,-630.1264648,-16.19311523,,,,,,
6.406666667,133.5956268,-630.0592041,-14.4909668,,,,,,
6.41,133.6127014,-629.9979248,-13.21069336,,,,,,
6.413333333,133.629776,-629.9474487,-11.97509766,,,,,,
6.416666667,133.6468506,-629.9121704,-10.77319336,,,,,,
6.42,133.6639557,-629.8918457,-9.662109375,,,,,,
6.423333333,133.6810608,-629.8851929,-8.559814453,,,,,,
6.426666667,133.6981659,-629.885437,-7.585693359,,,,,,
6.43,133.7152405,-629.8760376,-6.554443359,,,,,,
6.433333333,133.7323303,-629.8570557,-5.099853516,,,,,,
6.436666667,133.7494049,-629.8469849,-3.505371094,,,,,,
6.44,133.7664795,-629.8500366,-2.101318359,,,,,,
6.443333333,133.7835541,-629.8579102,-0.80859375,,,,,,
6.446666667,133.8005981,-629.8640747,0.552978516,,,,,,
6.45,133.8176727,-629.8643799,1.948242188,,,,,,
6.453333333,133.8347168,-629.8677368,3.055664063,,,,,,
6.456666667,133.8517761,-629.8832397,3.959472656,,,,,,
6.46,133.8688507,-629.9013062,4.719726563,,,,,,
6.463333333,133.8859253,-629.9188843,5.351806641,,,,,,
6.466666667,133.9029999,-629.9310303,5.82421875,,,,,,
6.47,133.9200439,-629.9361572,6.286376953,,,,,,
6.473333333,133.937088,-629.9517822,6.897949219,,,,,,
6.476666667,133.9541626,-629.9954224,7.514648438,,,,,,
6.48,133.9712372,-630.039978,8.099853516,,,,,,
6.483333333,133.988327,-630.0756226,8.667480469,,,,,,
6.486666667,134.0054016,-630.114563,9.235839844,,,,,,
6.49,134.0224762,-630.164856,9.947021484,,,,,,
6.493333333,134.0395508,-630.2098999,10.63110352,,,,,,
6.496666667,134.0565948,-630.2409058,10.89331055,,,,,,
6.5,134.0736389,-630.2754517,10.94970703,,,,,,
6.503333333,134.0906525,-630.3126831,11.06762695,,,,,,
6.506666667,134.1077118,-630.3526001,11.29980469,,,,,,
6.51,134.1247253,-630.3884888,11.66455078,,,,,,
6.513333333,134.1417389,-630.4244995,12.09082031,,,,,,
6.516666667,134.158783,-630.4581299,12.4284668,,,,,,
6.52,134.1757965,-630.4976807,12.73242188,,,,,,
6.523333333,134.1928101,-630.5490723,13.13745117,,,,,,
6.526666667,134.2098541,-630.6030884,13.51098633,,,,,,
6.53,134.2268677,-630.6616211,13.7175293,,,,,,
6.533333333,134.243927,-630.7247925,13.78271484,,,,,,
6.536666667,134.2609711,-630.769043,14.01049805,,,,,,
6.54,134.2780151,-630.793396,14.23095703,,,,,,
6.543333333,134.2950592,-630.817627,14.43896484,,,,,,
6.546666667,134.3121033,-630.8495483,14.64257813,,,,,,
6.55,134.3291473,-630.8865356,14.89013672,,,,,,
6.553333333,134.3461914,-630.9262085,15.10180664,,,,,,
6.556666667,134.3632507,-630.9747314,15.28125,,,,,,
6.56,134.3802643,-631.0429077,15.54272461,,,,,,
6.563333333,134.3973083,-631.1172485,15.67602539,,,,,,
6.566666667,134.4143524,-631.1870117,15.68701172,,,,,,
6.57,134.4313965,-631.2515869,15.65258789,,,,,,
6.573333333,134.4484406,-631.3100586,15.5090332,,,,,,
6.576666667,134.4654846,-631.3664551,15.51489258,,,,,,
6.58,134.4825287,-631.418457,15.86791992,,,,,,
6.583333333,134.4996185,-631.4697266,16.39672852,,,,,,
6.586666667,134.5166931,-631.5245361,17.08666992,,,,,,
6.59,134.5337982,-631.5824585,17.84399414,,,,,,
6.593333333,134.5508728,-631.6393433,18.36328125,,,,,,
6.596666667,134.5679779,-631.6896362,18.53686523,,,,,,
6.6,134.585083,-631.7423096,18.3515625,,,,,,
6.603333333,134.6021576,-631.8005981,17.84838867,,,,,,
6.606666667,134.6192474,-631.8562012,17.34082031,,,,,,
6.61,134.6363525,-631.9099731,17.10424805,,,,,,
6.613333333,134.6534576,-631.9605713,17.00610352,,,,,,
6.616666667,134.6705627,-632.013855,16.81347656,,,,,,
6.62,134.6876373,-632.0737305,16.64501953,,,,,,
6.623333333,134.7047119,-632.1365356,16.67138672,,,,,,
6.626666667,134.721817,-632.2109375,16.71972656,,,,,,
6.63,134.7388916,-632.3059692,16.73217773,,,,,,
6.633333333,134.7559814,-632.3987427,16.61206055,,,,,,
6.636666667,134.773056,-632.4671631,16.56005859,,,,,,
6.64,134.7901306,-632.5157471,16.56152344,,,,,,
6.643333333,134.8071747,-632.5535278,16.58276367,,,,,,
6.646666667,134.8242493,-632.5812988,16.64941406,,,,,,
6.65,134.8413239,-632.6195679,16.78051758,,,,,,
6.653333333,134.8583984,-632.6726685,17.03540039,,,,,,
6.656666667,134.875473,-632.7210083,17.18920898,,,,,,
6.66,134.8925323,-632.7580566,17.02954102,,,,,,
6.663333333,134.9095764,-632.8059692,16.86694336,,,,,,
6.666666667,134.926651,-632.8607788,16.80981445,,,,,,
6.67,134.9437256,-632.9197998,16.63476563,,,,,,
6.673333333,134.9607697,-632.97229,16.32128906,,,,,,
6.676666667,134.9778137,-633.0203247,16.16381836,,,,,,
6.68,134.9948578,-633.069519,16.22241211,,,,,,
6.683333333,135.0119171,-633.1231689,16.47290039,,,,,,
6.686666667,135.0289307,-633.1846313,16.75927734,,,,,,
6.69,135.0459747,-633.2481689,17.02514648,,,,,,
6.693333333,135.0630188,-633.3178711,17.16503906,,,,,,
6.696666667,135.0800018,-633.3898926,17.32470703,,,,,,
6.7,135.0970154,-633.4417725,17.74072266,,,,,,
6.703333333,135.1140289,-633.4847412,18.140625,,,,,,
6.706666667,135.1310425,-633.5392456,18.34570313,,,,,,
6.71,135.1480713,-633.6071777,18.3815918,,,,,,
6.713333333,135.1651154,-633.6785278,18.37426758,,,,,,
6.716666667,135.1821289,-633.7503662,18.3815918,,,,,,
6.72,135.199173,-633.8139038,18.30981445,,,,,,
6.723333333,135.216217,-633.8771362,18.31713867,,,,,,
6.726666667,135.2332916,-633.9379883,18.26147461,,,,,,
6.73,135.2503662,-633.9898071,18.11645508,,,,,,
6.733333333,135.2674561,-634.0455322,17.92675781,,,,,,
6.736666667,135.2845306,-634.107666,17.60449219,,,,,,
6.74,135.3015747,-634.1797485,17.36425781,,,,,,
6.743333333,135.3186188,-634.2554321,17.41479492,,,,,,
6.746666667,135.3356628,-634.3276367,17.35620117,,,,,,
6.75,135.3527069,-634.3930054,17.09912109,,,,,,
6.753333333,135.3697205,-634.4504395,16.7980957,,,,,,
6.756666667,135.3867645,-634.5047607,16.44213867,,,,,,
6.76,135.4037933,-634.5490723,16.11547852,,,,,,
6.763333333,135.4208374,-634.5949707,15.96166992,,,,,,
6.766666667,135.4378815,-634.6487427,15.77416992,,,,,,
6.77,135.454895,-634.7006836,15.70019531,,,,,,
6.773333333,135.4719391,-634.7509155,15.62182617,,,,,,
6.776666667,135.4889526,-634.7996826,15.36914063,,,,,,
6.78,135.5059967,-634.8435669,14.99267578,,,,,,
6.783333333,135.523056,-634.8896484,14.51147461,,,,,,
6.786666667,135.5401001,-634.9360352,13.95996094,,,,,,
6.79,135.5571442,-634.9762573,13.36157227,,,,,,
6.793333333,135.5741577,-635.0194092,12.89575195,,,,,,
6.796666667,135.5912018,-635.0647583,12.57275391,,,,,,
6.8,135.6082153,-635.1046753,12.48413086,,,,,,
6.803333333,135.6252289,-635.1502075,12.50610352,,,,,,
6.806666667,135.6422424,-635.1992798,12.42407227,,,,,,
6.81,135.6592407,-635.2480469,12.32226563,,,,,,
6.813333333,135.6762543,-635.2963867,12.34423828,,,,,,
6.816666667,135.6932678,-635.338501,12.33618164,,,,,,
6.82,135.7102509,-635.3739624,12.20581055,,,,,,
6.823333333,135.7272644,-635.4099731,11.94799805,,,,,,
6.826666667,135.744278,-635.442688,11.65356445,,,,,,
6.83,135.7612915,-635.4655762,11.37084961,,,,,,
6.833333333,135.7783203,-635.4854126,11.24926758,,,,,,
6.836666667,135.7953339,-635.5097656,11.2199707,,,,,,
6.84,135.8123474,-635.5463257,11.21557617,,,,,,
6.843333333,135.829361,-635.5905151,11.19213867,,,,,,
6.846666667,135.8463745,-635.6351318,11.18408203,,,,,,
6.85,135.8633881,-635.6785889,11.17456055,,,,,,
6.853333333,135.8804016,-635.7278442,11.11669922,,,,,,
6.856666667,135.8974609,-635.7802124,11.02734375,,,,,,
6.86,135.9144745,-635.8237915,10.92333984,,,,,,
6.863333333,135.9315186,-635.8509521,10.87426758,,,,,,
6.866666667,135.9485626,-635.8730469,10.85375977,,,,,,
6.87,135.9656067,-635.8948975,10.91381836,,,,,,
6.873333333,135.9826813,-635.916626,11.06616211,,,,,,
6.876666667,135.9997253,-635.9556274,11.29394531,,,,,,
6.88,136.0167694,-635.9992676,11.47705078,,,,,,
6.883333333,136.0337982,-636.0387573,11.51953125,,,,,,
6.886666667,136.0508728,-636.0819702,11.48876953,,,,,,
6.89,136.0679169,-636.1314697,11.390625,,,,,,
6.893333333,136.0849609,-636.177063,11.29321289,,,,,,
6.896666667,136.1020355,-636.2196045,11.26904297,,,,,,
6.9,136.1191101,-636.2525635,11.32763672,,,,,,
6.903333333,136.1361542,-636.2819824,11.60668945,,,,,,
6.906666667,136.1531677,-636.3145752,12.15820313,,,,,,
6.91,136.1702271,-636.3488159,12.71484375,,,,,,
6.913333333,136.1872711,-636.3803711,13.22167969,,,,,,
6.916666667,136.2043152,-636.416626,13.57983398,,,,,,
6.92,136.2213593,-636.4599609,13.63330078,,,,,,
6.923333333,136.2384338,-636.5056763,13.48168945,,,,,,
6.926666667,136.2555084,-636.5498657,13.41870117,,,,,,
6.93,136.2725525,-636.5891113,13.42163086,,,,,,
6.933333333,136.2896423,-636.6230469,13.53735352,,,,,,
6.936666667,136.3067169,-636.6672363,13.76000977,,,,,,
6.94,136.323761,-636.7203979,14.06689453,,,,,,
6.943333333,136.3407745,-636.776123,14.56713867,,,,,,
6.946666667,136.3578186,-636.8394165,15.03222656,,,,,,
6.95,136.3748322,-636.9104004,15.38085938,,,,,,
6.953333333,136.3918762,-636.975769,15.73681641,,,,,,
6.956666667,136.4088898,-637.0363159,16.23266602,,,,,,
6.96,136.4259491,-637.0925293,16.71826172,,,,,,
6.963333333,136.4429626,-637.1296997,17.11376953,,,,,,
6.966666667,136.4600067,-637.157959,17.35693359,,,,,,
6.97,136.4770508,-637.2001953,17.60961914,,,,,,
6.973333333,136.4940643,-637.2528076,17.86889648,,,,,,
6.976666667,136.5111084,-637.31427,18.07104492,,,,,,
6.98,136.5281219,-637.3770752,17.88867188,,,,,,
6.983333333,136.5451508,-637.444519,17.47265625,,,,,,
6.986666667,136.5621643,-637.5165405,17.13647461,,,,,,
6.99,136.5791779,-637.5828247,16.88452148,,,,,,
6.993333333,136.5961914,-637.6439209,16.79516602,,,,,,
6.996666667,136.613205,-637.711731,17.00024414,,,,,,
7,136.6302185,-637.7901001,17.20458984,,,,,,
7.003333333,136.6472321,-637.8713989,17.32617188,,,,,,
7.006666667,136.6642914,-637.942627,17.59277344,,,,,,
7.01,136.6813049,-638.0065308,17.84399414,,,,,,
7.013333333,136.698349,-638.0670776,17.91064453,,,,,,
7.016666667,136.7153625,-638.1229248,17.81323242,,,,,,
7.02,136.7323761,-638.170105,17.55029297,,,,,,
7.023333333,136.7493896,-638.1940308,17.30273438,,,,,,
7.026666667,136.7664032,-638.2168579,17.12988281,,,,,,
7.03,136.7834473,-638.2563477,17.07714844,,,,,,
7.033333333,136.8004761,-638.3106689,17.19213867,,,,,,
7.036666667,136.8175201,-638.3818359,17.32763672,,,,,,
7.04,136.8345642,-638.4630737,17.31005859,,,,,,
7.043333333,136.8515778,-638.5308838,17.14233398,,,,,,
7.046666667,136.8686218,-638.5828247,16.921875,,,,,,
7.05,136.8856964,-638.6365356,16.79296875,,,,,,
7.053333333,136.90271,-638.6912842,16.65014648,,,,,,
7.056666667,136.9197693,-638.7436523,16.64282227,,,,,,
7.06,136.9367828,-638.7883301,16.89404297,,,,,,
7.063333333,136.9538269,-638.8287354,17.44335938,,,,,,
7.066666667,136.970871,-638.8781738,17.96850586,,,,,,
7.07,136.987915,-638.9403076,18.20141602,,,,,,
7.073333333,137.0049591,-639.0091553,18.18017578,,,,,,
7.076666667,137.0220032,-639.0834351,17.96704102,,,,,,
7.08,137.0390778,-639.1565552,17.62866211,,,,,,
7.083333333,137.0561371,-639.2271729,17.3737793,,,,,,
7.086666667,137.0731812,-639.289856,17.35473633,,,,,,
7.09,137.0902252,-639.34729,17.40014648,,,,,,
7.093333333,137.1072693,-639.3996582,17.40966797,,,,,,
7.096666667,137.1242828,-639.4521484,17.43603516,,,,,,
7.1,137.1413269,-639.5170288,17.50708008,,,,,,
7.103333333,137.158371,-639.5988159,17.67333984,,,,,,
7.106666667,137.1754303,-639.671814,17.79492188,,,,,,
7.11,137.1925049,-639.7271729,17.74731445,,,,,,
7.113333333,137.2095795,-639.7744141,17.60595703,,,,,,
7.116666667,137.2266235,-639.8186646,17.40161133,,,,,,
7.12,137.2436981,-639.8654175,17.14672852,,,,,,
7.123333333,137.2607422,-639.9193115,16.90356445,,,,,,
7.126666667,137.2777863,-639.9758911,16.71533203,,,,,,
7.13,137.2948303,-640.0314331,16.6003418,,,,,,
