モジュール,DSC,,,,,,,,
チャンネル,DSC7020,,,,,,,,
データ名,TGS_5Kpm_9.2mg_20241115,,,,,,,,
測定日時,2024/11/15 14:19:48,,,,,,,,
サンプル名,TGS,,,,,,,,
サンプル質量,9.2,mg,,,,,,,
リファレンス名,Al pan,,,,,,,,
リファレンス質量,22.9,mg,,,,,,,
温度プログラム,,Cel,Cel,Cel/min,min,s,ガス１,ガス２,ストアー
,1,-13,72,5,3,0.2,On,Off,On
,2,72,-13,5,5,0.2,On,Off,On
,温度プログラムモード,ランプ,,,,,,,
,冷却ユニット,全自動ガス冷却,,,,,,,
オペレータ名,伊藤,,,,,,,,
組織名,,,,,,,,,
コメント,オペレータ: 伊藤,,,,,,,,
,ガス1: N2,,,,,,,,
,パン: Al,,,,,,,,
,,,,,,,,,
,,,,,,,,,
面積,,,,,,,,,
TGS_5Kpm_9.2mg_20241115  DSC,,,,,,,,,
No.,DeltaH,,,,,,,,
,mJ/mg,,,,,,,,
1,-1.266645444,,,,,,,,
2,1.004942504,,,,,,,,
,,,,,,,,,
Time,Temp.,DSC,DDSC,,,,,,
3.216666667,-0.582734287,-869.9870605,11.07128906,,,,,,
3.22,-0.565527737,-870.0231934,11.05737305,,,,,,
3.223333333,-0.548321128,-870.0600586,11.01416016,,,,,,
3.226666667,-0.531114578,-870.0966187,10.98632813,,,,,,
3.23,-0.513923645,-870.1327515,11.00244141,,,,,,
3.233333333,-0.496748298,-870.1690674,11.03320313,,,,,,
3.236666667,-0.479572982,-870.2046509,11.04931641,,,,,,
3.24,-0.462413311,-870.2399902,11.06469727,,,,,,
3.243333333,-0.445253611,-870.2775269,11.05883789,,,,,,
3.246666667,-0.42809391,-870.3162231,11.05151367,,,,,,
3.25,-0.410902977,-870.3548584,11.09179688,,,,,,
3.253333333,-0.393696398,-870.3936157,11.14306641,,,,,,
3.256666667,-0.376489818,-870.4315186,11.1862793,,,,,,
3.26,-0.359298885,-870.4677734,11.23608398,,,,,,
3.263333333,-0.342076689,-870.5031128,11.28149414,,,,,,
3.266666667,-0.324854463,-870.539856,11.32763672,,,,,,
3.27,-0.307647914,-870.5787964,11.38989258,,,,,,
3.273333333,-0.290456951,-870.6193848,11.43310547,,,,,,
3.276666667,-0.273266017,-870.6588135,11.46386719,,,,,,
3.28,-0.256075054,-870.6967163,11.52172852,,,,,,
3.283333333,-0.238884106,-870.7335205,11.58837891,,,,,,
3.286666667,-0.221677542,-870.7689209,11.62207031,,,,,,
3.29,-0.204470962,-870.8056641,11.63891602,,,,,,
3.293333333,-0.187264383,-870.843689,11.65649414,,,,,,
3.296666667,-0.170057818,-870.882019,11.6887207,,,,,,
3.3,-0.152882501,-870.9212646,11.74291992,,,,,,
3.303333333,-0.135707185,-870.9615479,11.8190918,,,,,,
3.306666667,-0.118516229,-871.0019531,11.90332031,,,,,,
3.31,-0.101340912,-871.0430908,11.97949219,,,,,,
3.313333333,-0.084149964,-871.0840454,12.02563477,,,,,,
3.316666667,-0.066927768,-871.1229858,12.06225586,,,,,,
3.32,-0.049752448,-871.1620483,12.13842773,,,,,,
3.323333333,-0.032545872,-871.203125,12.23364258,,,,,,
3.326666667,-0.015354926,-871.2449951,12.34716797,,,,,,
3.33,0.001867277,-871.2855225,12.45849609,,,,,,
3.333333333,0.019073851,-871.3253784,12.52661133,,,,,,
3.336666667,0.036280427,-871.3660889,12.56542969,,,,,,
3.34,0.053455744,-871.4076538,12.57495117,,,,,,
3.343333333,0.070646688,-871.4492798,12.55737305,,,,,,
3.346666667,0.087837636,-871.4916382,12.5456543,,,,,,
3.35,0.104997329,-871.5350952,12.55078125,,,,,,
3.353333333,0.12218827,-871.5794067,12.56616211,,,,,,
3.356666667,0.13939485,-871.6228027,12.61376953,,,,,,
3.36,0.156585798,-871.6668091,12.65844727,,,,,,
3.363333333,0.173776746,-871.7120972,12.68115234,,,,,,
3.366666667,0.190967694,-871.7574463,12.68408203,,,,,,
3.37,0.208143011,-871.8028564,12.68920898,,,,,,
3.373333333,0.225333959,-871.8471069,12.69726563,,,,,,
3.376666667,0.242540523,-871.8895264,12.71044922,,,,,,
3.38,0.259747088,-871.9298706,12.72583008,,,,,,
3.383333333,0.276969314,-871.9685669,12.75,,,,,,
3.386666667,0.294175893,-872.0072632,12.76831055,,,,,,
3.39,0.311382443,-872.0475464,12.75805664,,,,,,
3.393333333,0.328589022,-872.0894165,12.72143555,,,,,,
3.396666667,0.345811218,-872.1328735,12.67602539,,,,,,
3.4,0.363002181,-872.1762695,12.64672852,,,,,,
3.403333333,0.38020876,-872.2180786,12.60864258,,,,,,
3.406666667,0.397399694,-872.2601318,12.56762695,,,,,,
3.41,0.414575011,-872.302124,12.52001953,,,,,,
3.413333333,0.431734711,-872.3432617,12.46948242,,,,,,
3.416666667,0.448910028,-872.3840332,12.46582031,,,,,,
3.42,0.466085345,-872.4259033,12.50390625,,,,,,
3.423333333,0.483245045,-872.4689941,12.54858398,,,,,,
3.426666667,0.500389099,-872.5127563,12.60498047,,,,,,
3.43,0.517517507,-872.555481,12.65405273,,,,,,
3.433333333,0.534677207,-872.5970459,12.66137695,,,,,,
3.436666667,0.551821291,-872.6375122,12.66210938,,,,,,
3.44,0.568965316,-872.6778564,12.66430664,,,,,,
3.443333333,0.586093783,-872.7192383,12.68701172,,,,,,
3.446666667,0.603222191,-872.7610474,12.71337891,,,,,,
3.45,0.620350659,-872.8029175,12.73901367,,,,,,
3.453333333,0.637479067,-872.843811,12.78808594,,,,,,
3.456666667,0.654623151,-872.885437,12.85473633,,,,,,
3.46,0.671767175,-872.9296875,12.90380859,,,,,,
3.463333333,0.688895643,-872.9736938,12.90527344,,,,,,
3.466666667,0.706008434,-873.0164795,12.88256836,,,,,,
3.47,0.723121226,-873.0601196,12.87451172,,,,,,
3.473333333,0.740218401,-873.1026611,12.90161133,,,,,,
3.476666667,0.757362485,-873.1444702,12.96240234,,,,,,
3.48,0.77445966,-873.1881104,13.04150391,,,,,,
3.483333333,0.791588128,-873.2322998,13.11035156,,,,,,
3.486666667,0.808716536,-873.2765503,13.16015625,,,,,,
3.49,0.825844944,-873.3204956,13.21069336,,,,,,
3.493333333,0.843004644,-873.3654785,13.26708984,,,,,,
3.496666667,0.860133111,-873.4116821,13.32275391,,,,,,
3.5,0.877292752,-873.4577026,13.35644531,,,,,,
3.503333333,0.894436836,-873.50177,13.37329102,,,,,,
3.506666667,0.91158092,-873.5435181,13.39746094,,,,,,
3.51,0.928740621,-873.5856934,13.41137695,,,,,,
3.513333333,0.945900261,-873.6290894,13.39672852,,,,,,
3.516666667,0.963044345,-873.6744385,13.37768555,,,,,,
3.52,0.980188429,-873.7209473,13.3527832,,,,,,
3.523333333,0.997332454,-873.7677002,13.32348633,,,,,,
3.526666667,1.014476538,-873.8139648,13.31616211,,,,,,
3.53,1.031620622,-873.8597412,13.3359375,,,,,,
3.533333333,1.048764706,-873.9061279,13.36669922,,,,,,
3.536666667,1.065893054,-873.9518433,13.3762207,,,,,,
3.54,1.083021522,-873.9974365,13.38134766,,,,,,
3.543333333,1.100149989,-874.043396,13.40698242,,,,,,
3.546666667,1.117278337,-874.0890503,13.4699707,,,,,,
3.55,1.134391189,-874.1337891,13.53662109,,,,,,
3.553333333,1.15150404,-874.1773071,13.56811523,,,,,,
3.556666667,1.168632388,-874.2182007,13.56518555,,,,,,
3.56,1.185729623,-874.2584839,13.52490234,,,,,,
3.563333333,1.202826738,-874.2994995,13.49194336,,,,,,
3.566666667,1.219923973,-874.342041,13.49121094,,,,,,
3.57,1.237021089,-874.3867798,13.50585938,,,,,,
3.573333333,1.254118323,-874.4332886,13.51831055,,,,,,
3.576666667,1.271215558,-874.4799805,13.52050781,,,,,,
3.58,1.288297057,-874.5264893,13.51977539,,,,,,
3.583333333,1.305394173,-874.5735474,13.51391602,,,,,,
3.586666667,1.322444558,-874.6212769,13.50073242,,,,,,
3.59,1.339510441,-874.6690674,13.49926758,,,,,,
3.593333333,1.356576324,-874.7154541,13.52563477,,,,,,
3.596666667,1.373626709,-874.7600708,13.59375,,,,,,
3.6,1.390708208,-874.8034058,13.66918945,,,,,,
3.603333333,1.407774091,-874.8462524,13.71020508,,,,,,
3.606666667,1.424840093,-874.8917847,13.74389648,,,,,,
3.61,1.441921592,-874.9387207,13.75927734,,,,,,
3.613333333,1.459018826,-874.9859009,13.75048828,,,,,,
3.616666667,1.476100326,-875.0328369,13.73876953,,,,,,
3.62,1.493181825,-875.0784912,13.73950195,,,,,,
3.623333333,1.510263443,-875.1239014,13.73657227,,,,,,
3.626666667,1.527344942,-875.1690674,13.71679688,,,,,,
3.63,1.54442656,-875.2138062,13.68017578,,,,,,
3.633333333,1.561539292,-875.2594604,13.65673828,,,,,,
3.636666667,1.578652143,-875.3068237,13.67358398,,,,,,
3.64,1.595780611,-875.3544312,13.73071289,,,,,,
3.643333333,1.612893343,-875.3994751,13.82299805,,,,,,
3.646666667,1.630021811,-875.4434814,13.89331055,,,,,,
3.65,1.647150278,-875.4883423,13.9050293,,,,,,
3.653333333,1.66426301,-875.5331421,13.89257813,,,,,,
3.656666667,1.681391478,-875.5784912,13.8684082,,,,,,
3.66,1.698488712,-875.6248169,13.84716797,,,,,,
3.663333333,1.715617061,-875.6714478,13.83105469,,,,,,
3.666666667,1.732745528,-875.7176514,13.83544922,,,,,,
3.67,1.749873996,-875.7628784,13.86474609,,,,,,
3.673333333,1.767002344,-875.8078003,13.89770508,,,,,,
3.676666667,1.784115195,-875.8536987,13.90869141,,,,,,
3.68,1.801274896,-875.9015503,13.91235352,,,,,,
3.683333333,1.818387747,-875.9512329,13.93798828,,,,,,
3.686666667,1.835500479,-876.0018311,13.98706055,,,,,,
3.69,1.85261333,-876.0504761,14.01708984,,,,,,
3.693333333,1.869726062,-876.0971069,14.02001953,,,,,,
3.696666667,1.886838913,-876.1427002,14.01342773,,,,,,
3.7,1.903936148,-876.1876221,14.01049805,,,,,,
3.703333333,1.921033263,-876.2316895,14.0090332,,,,,,
3.706666667,1.938146114,-876.2763672,14.02661133,,,,,,
3.71,1.955258846,-876.322998,14.06469727,,,,,,
3.713333333,1.972371697,-876.3707275,14.10498047,,,,,,
3.716666667,1.989484549,-876.4182739,14.12695313,,,,,,
3.72,2.006597281,-876.4660034,14.12329102,,,,,,
3.723333333,2.023694515,-876.5145264,14.07421875,,,,,,
3.726666667,2.040776014,-876.5629883,13.99511719,,,,,,
3.73,2.057857513,-876.6106567,13.92773438,,,,,,
3.733333333,2.074939251,-876.6567383,13.92260742,,,,,,
3.736666667,2.092036247,-876.7012329,13.96289063,,,,,,
3.74,2.109102249,-876.7461548,14.0090332,,,,,,
3.743333333,2.126183748,-876.7921753,14.04052734,,,,,,
3.746666667,2.143265247,-876.8393555,14.08154297,,,,,,
3.75,2.160331249,-876.8880005,14.0925293,,,,,,
3.753333333,2.177397251,-876.9367676,14.05444336,,,,,,
3.756666667,2.19447875,-876.984314,14.01196289,,,,,,
3.76,2.211544752,-877.031311,13.98779297,,,,,,
3.763333333,2.228626251,-877.0768433,13.98632813,,,,,,
3.766666667,2.24570775,-877.1210327,14.01416016,,,,,,
3.77,2.262804985,-877.1647339,14.06030273,,,,,,
3.773333333,2.279933453,-877.2102661,14.09985352,,,,,,
3.776666667,2.297061682,-877.258728,14.11889648,,,,,,
3.78,2.314158916,-877.3083496,14.15844727,,,,,,
3.783333333,2.331271887,-877.3563232,14.21630859,,,,,,
3.786666667,2.348384619,-877.4033813,14.25512695,,,,,,
3.79,2.365497351,-877.4509277,14.26098633,,,,,,
3.793333333,2.382610083,-877.4960938,14.26831055,,,,,,
3.796666667,2.399723053,-877.5400391,14.28442383,,,,,,
3.8,2.416820288,-877.5847778,14.30493164,,,,,,
3.803333333,2.433917284,-877.6312866,14.32250977,,,,,,
3.806666667,2.451014519,-877.6809692,14.3503418,,,,,,
3.81,2.468127251,-877.732666,14.3737793,,,,,,
3.813333333,2.485240221,-877.7843018,14.39794922,,,,,,
3.816666667,2.502352953,-877.8324585,14.40307617,,,,,,
3.82,2.519450188,-877.8791504,14.39355469,,,,,,
3.823333333,2.536531687,-877.9284058,14.38696289,,,,,,
3.826666667,2.553660154,-877.9789429,14.40673828,,,,,,
3.83,2.570757389,-878.0276489,14.43237305,,,,,,
3.833333333,2.587870121,-878.0766602,14.47998047,,,,,,
3.836666667,2.604982853,-878.1263428,14.55249023,,,,,,
3.84,2.622080088,-878.1755371,14.60742188,,,,,,
3.843333333,2.63919282,-878.223938,14.66308594,,,,,,
3.846666667,2.656290054,-878.2714844,14.70922852,,,,,,
3.85,2.673387289,-878.3178711,14.71875,,,,,,
3.853333333,2.690453053,-878.3636475,14.70922852,,,,,,
3.856666667,2.707503557,-878.4105225,14.71655273,,,,,,
3.86,2.724553823,-878.4587402,14.75390625,,,,,,
3.863333333,2.741588354,-878.5072632,14.75976563,,,,,,
3.866666667,2.75863862,-878.5558472,14.71875,,,,,,
3.87,2.775688887,-878.6049805,14.68139648,,,,,,
3.873333333,2.792723656,-878.6551514,14.6550293,,,,,,
3.876666667,2.809773922,-878.7057495,14.63378906,,,,,,
3.88,2.826824188,-878.755188,14.63085938,,,,,,
3.883333333,2.843843222,-878.8041992,14.64111328,,,,,,
3.886666667,2.860862255,-878.8554688,14.68139648,,,,,,
3.89,2.877881289,-878.9074707,14.72314453,,,,,,
3.893333333,2.894900322,-878.9588623,14.75317383,,,,,,
3.896666667,2.911935091,-879.0099487,14.78173828,,,,,,
3.9,2.928969622,-879.0604248,14.80517578,,,,,,
3.903333333,2.946004391,-879.1094971,14.81030273,,,,,,
3.906666667,2.96303916,-879.1569214,14.80957031,,,,,,
3.91,2.980089426,-879.2037354,14.80297852,,,,,,
3.913333333,2.997108459,-879.250061,14.80224609,,,,,,
3.916666667,3.01414299,-879.2967529,14.8059082,,,,,,
3.92,3.031177759,-879.3456421,14.79711914,,,,,,
3.923333333,3.048196793,-879.3949585,14.78979492,,,,,,
3.926666667,3.065231323,-879.4455566,14.78979492,,,,,,
3.93,3.082250357,-879.4968872,14.79345703,,,,,,
3.933333333,3.099285126,-879.5460815,14.80737305,,,,,,
3.936666667,3.116319895,-879.5941772,14.80810547,,,,,,
3.94,3.133354425,-879.6434937,14.79418945,,,,,,
3.943333333,3.150404692,-879.6929321,14.78759766,,,,,,
3.946666667,3.167470694,-879.7415161,14.80664063,,,,,,
3.95,3.184536695,-879.7897339,14.84179688,,,,,,
3.953333333,3.201571226,-879.8384399,14.88061523,,,,,,
3.956666667,3.218637228,-879.8889771,14.93481445,,,,,,
3.96,3.235687494,-879.9395142,14.96777344,,,,,,
3.963333333,3.252737761,-879.987854,14.96337891,,,,,,
3.966666667,3.26977253,-880.0368042,14.96484375,,,,,,
3.97,3.286838293,-880.0879517,14.97436523,,,,,,
3.973333333,3.303919792,-880.1408081,15.02490234,,,,,,
3.976666667,3.320985794,-880.1930542,15.09960938,,,,,,
3.98,3.338051796,-880.2434692,15.16113281,,,,,,
3.983333333,3.355117559,-880.2927856,15.2109375,,,,,,
3.986666667,3.372183561,-880.3422241,15.27099609,,,,,,
3.99,3.389249563,-880.3922729,15.34423828,,,,,,
3.993333333,3.406268597,-880.4419556,15.41601563,,,,,,
3.996666667,3.423303127,-880.4922485,15.45410156,,,,,,
4,3.440353394,-880.5431519,15.45117188,,,,,,
4.003333333,3.45735693,-880.5928345,15.47021484,,,,,,
4.006666667,3.47439146,-880.6419067,15.52001953,,,,,,
4.01,3.491410494,-880.692688,15.55078125,,,,,,
4.013333333,3.508445263,-880.7463989,15.57128906,,,,,,
4.016666667,3.525480032,-880.8013306,15.59765625,,,,,,
4.02,3.542514563,-880.8552856,15.66064453,,,,,,
4.023333333,3.559549332,-880.9089966,15.75292969,,,,,,
4.026666667,3.576552629,-880.9627075,15.84228516,,,,,,
4.03,3.593556166,-881.0170288,15.92285156,,,,,,
4.033333333,3.610543966,-881.0715942,15.99462891,,,,,,
4.036666667,3.627547264,-881.1251831,16.04736328,,,,,,
4.04,3.644550562,-881.1768188,16.07958984,,,,,,
4.043333333,3.661554098,-881.227356,16.11181641,,,,,,
4.046666667,3.678541899,-881.2791138,16.171875,,,,,,
4.05,3.695545197,-881.331604,16.23193359,,,,,,
4.053333333,3.712548733,-881.3847046,16.25683594,,,,,,
4.056666667,3.729536533,-881.4393921,16.25830078,,,,,,
4.06,3.746539831,-881.4949341,16.265625,,,,,,
4.063333333,3.763527632,-881.5521851,16.28466797,,,,,,
4.066666667,3.780515432,-881.609314,16.31103516,,,,,,
4.07,3.797487497,-881.6658325,16.33300781,,,,,,
4.073333333,3.814459801,-881.7223511,16.35644531,,,,,,
4.076666667,3.831431866,-881.7774048,16.37402344,,,,,,
4.08,3.848435402,-881.8309937,16.41064453,,,,,,
4.083333333,3.865423203,-881.8844604,16.48974609,,,,,,
4.086666667,3.882410765,-881.9378052,16.56445313,,,,,,
4.09,3.899414301,-881.9923706,16.60253906,,,,,,
4.093333333,3.916417599,-882.046814,16.62890625,,,,,,
4.096666667,3.933288813,-882.1011353,16.640625,,,,,,
4.1,3.950055122,-882.156311,16.640625,,,,,,
4.103333333,3.966836929,-882.2114868,16.60839844,,,,,,
4.106666667,3.98358798,-882.2671509,16.56152344,,,,,,
4.11,4.000385284,-882.322937,16.54248047,,,,,,
4.113333333,4.01718235,-882.3790894,16.53076172,,,,,,
4.116666667,4.033995152,-882.4353638,16.53662109,,,,,,
4.12,4.050792217,-882.4907837,16.58203125,,,,,,
4.123333333,4.06758976,-882.5473022,16.64648438,,,,,,
4.126666667,4.084386826,-882.6049194,16.69628906,,,,,,
4.13,4.101199627,-882.6613159,16.70654297,,,,,,
4.133333333,4.118012428,-882.7162476,16.69335938,,,,,,
4.136666667,4.134809494,-882.7710571,16.67724609,,,,,,
4.14,4.151591301,-882.8262329,16.640625,,,,,,
4.143333333,4.168388844,-882.8807983,16.59667969,,,,,,
4.146666667,4.18517065,-882.9341431,16.57910156,,,,,,
4.15,4.201982975,-882.9884644,16.57763672,,,,,,
4.153333333,4.218795776,-883.0438843,16.57324219,,,,,,
4.156666667,4.235608578,-883.0996704,16.56591797,,,,,,
4.16,4.252405643,-883.1569214,16.57910156,,,,,,
4.163333333,4.269203186,-883.2155151,16.57763672,,,,,,
4.166666667,4.285984993,-883.2738647,16.55126953,,,,,,
4.17,4.3027668,-883.329895,16.53808594,,,,,,
4.173333333,4.319563866,-883.3840942,16.54833984,,,,,,
4.176666667,4.336361408,-883.4373169,16.57910156,,,,,,
4.18,4.353173733,-883.4896851,16.63037109,,,,,,
4.183333333,4.369971275,-883.5410767,16.68896484,,,,,,
4.186666667,4.386753082,-883.5934448,16.74023438,,,,,,
4.19,4.403550148,-883.6486206,16.77246094,,,,,,
4.193333333,4.420347691,-883.7044067,16.78125,,,,,,
4.196666667,4.437144756,-883.7597046,16.80615234,,,,,,
4.2,4.453941822,-883.8163452,16.828125,,,,,,
4.203333333,4.470754623,-883.8727417,16.82080078,,,,,,
4.206666667,4.487552166,-883.9276733,16.80322266,,,,,,
4.21,4.504333973,-883.9833374,16.82080078,,,,,,
4.213333333,4.521131039,-884.0397339,16.87939453,,,,,,
4.216666667,4.537912846,-884.0963745,16.94238281,,,,,,
4.22,4.554694653,-884.1547241,17.02294922,,,,,,
4.223333333,4.571507454,-884.2145386,17.14599609,,,,,,
4.226666667,4.58830452,-884.2738647,17.28515625,,,,,,
4.23,4.605102062,-884.3307495,17.38183594,,,,,,
4.233333333,4.621899128,-884.3865356,17.44042969,,,,,,
4.236666667,4.638680935,-884.4432983,17.50195313,,,,,,
4.24,4.655462742,-884.5014038,17.57373047,,,,,,
4.243333333,4.672260284,-884.5592651,17.6484375,,,,,,
4.246666667,4.689072609,-884.616394,17.73486328,,,,,,
4.25,4.70588541,-884.6743774,17.81396484,,,,,,
4.253333333,4.722698212,-884.7339478,17.87548828,,,,,,
4.256666667,4.739495277,-884.7932739,17.93994141,,,,,,
4.26,4.756308079,-884.8522339,17.98535156,,,,,,
4.263333333,4.77312088,-884.9129028,17.99707031,,,,,,
4.266666667,4.789917946,-884.9758911,17.99267578,,,,,,
4.27,4.806730747,-885.0385132,18.00439453,,,,,,
4.273333333,4.82352829,-885.0997925,18.046875,,,,,,
4.276666667,4.840325356,-885.1600952,18.10986328,,,,,,
4.28,4.857122421,-885.2212524,18.15966797,,,,,,
4.283333333,4.873904228,-885.2837524,18.21972656,,,,,,
4.286666667,4.890655518,-885.3468628,18.28710938,,,,,,
4.29,4.90740633,-885.4092407,18.34130859,,,,,,
4.293333333,4.924172878,-885.4703979,18.38232422,,,,,,
4.296666667,4.94093895,-885.5319214,18.41162109,,,,,,
4.3,4.957705498,-885.593689,18.44677734,,,,,,
4.303333333,4.97445631,-885.6542358,18.47900391,,,,,,
4.306666667,4.991222858,-885.7140503,18.47900391,,,,,,
4.31,5.00798893,-885.7733765,18.46728516,,,,,,
4.313333333,5.024740219,-885.8325806,18.46142578,,,,,,
4.316666667,5.041460037,-885.8931274,18.46435547,,,,,,
4.32,5.058195591,-885.9545288,18.45849609,,,,,,
4.323333333,5.074946404,-886.0170288,18.43505859,,,,,,
4.326666667,5.091697693,-886.0805054,18.43798828,,,,,,
4.33,5.108448505,-886.1427612,18.46289063,,,,,,
4.333333333,5.125168324,-886.2046509,18.49658203,,,,,,
4.336666667,5.141919613,-886.2670288,18.54199219,,,,,,
4.34,5.158639431,-886.3289185,18.59619141,,,,,,
4.343333333,5.17534399,-886.3910522,18.67089844,,,,,,
4.346666667,5.192064285,-886.453186,18.75878906,,,,,,
4.35,5.208753586,-886.5153198,18.82177734,,,,,,
4.353333333,5.225458145,-886.5772095,18.87011719,,,,,,
4.356666667,5.242162704,-886.6382446,18.90087891,,,,,,
4.36,5.258882523,-886.6989136,18.92285156,,,,,,
4.363333333,5.275602818,-886.7584839,18.96240234,,,,,,
4.366666667,5.292338371,-886.8197632,19.0078125,,,,,,
4.37,5.309058189,-886.8843384,19.07958984,,,,,,
4.373333333,5.325793743,-886.9490356,19.16308594,,,,,,
4.376666667,5.342545033,-887.0136108,19.23046875,,,,,,
4.38,5.359280109,-887.0794067,19.28759766,,,,,,
4.383333333,5.376000404,-887.1461792,19.33007813,,,,,,
4.386666667,5.392735958,-887.2139282,19.35498047,,,,,,
4.39,5.409486771,-887.2802124,19.39013672,,,,,,
4.393333333,5.426222324,-887.3440552,19.44726563,,,,,,
4.396666667,5.442957878,-887.4065552,19.5234375,,,,,,
4.4,5.459708691,-887.4689331,19.59814453,,,,,,
4.403333333,5.476444244,-887.5328979,19.66259766,,,,,,
4.406666667,5.493164539,-887.598938,19.72119141,,,,,,
4.41,5.509900093,-887.6670532,19.73583984,,,,,,
4.413333333,5.526619911,-887.7362671,19.73291016,,,,,,
4.416666667,5.543340206,-887.8046265,19.74316406,,,,,,
4.42,5.560044765,-887.8720093,19.74023438,,,,,,
4.423333333,5.576780319,-887.9381714,19.71533203,,,,,,
4.426666667,5.593500137,-888.0029907,19.68603516,,,,,,
4.43,5.61025095,-888.0673218,19.66552734,,,,,,
4.433333333,5.626986504,-888.1332397,19.69628906,,,,,,
4.436666667,5.643722057,-888.2007446,19.76513672,,,,,,
4.44,5.66047287,-888.2684937,19.84130859,,,,,,
4.443333333,5.677239418,-888.3346558,19.90136719,,,,,,
4.446666667,5.694005966,-888.3997192,19.92480469,,,,,,
4.45,5.71074152,-888.4644165,19.93945313,,,,,,
4.453333333,5.727477074,-888.5287476,19.92773438,,,,,,
4.456666667,5.744243145,-888.593811,19.88085938,,,,,,
4.46,5.760978699,-888.6591187,19.83398438,,,,,,
4.463333333,5.777714252,-888.7234497,19.82080078,,,,,,
4.466666667,5.794449806,-888.7879028,19.83544922,,,,,,
4.47,5.811216354,-888.8533325,19.87060547,,,,,,
4.473333333,5.827951431,-888.9197388,19.89550781,,,,,,
4.476666667,5.844656467,-888.9880981,19.87060547,,,,,,
4.48,5.861392021,-889.0569458,19.81787109,,,,,,
4.483333333,5.878111839,-889.1253052,19.78710938,,,,,,
4.486666667,5.894847393,-889.1925659,19.78857422,,,,,,
4.49,5.911613941,-889.2600708,19.81494141,,,,,,
4.493333333,5.928364754,-889.3285522,19.86328125,,,,,,
4.496666667,5.945115566,-889.3952026,19.91308594,,,,,,
4.5,5.96185112,-889.4591675,19.95263672,,,,,,
4.503333333,5.978601933,-889.5239868,20.01123047,,,,,,
4.506666667,5.995337486,-889.590271,20.08740234,,,,,,
4.51,6.01207304,-889.6572876,20.15771484,,,,,,
4.513333333,6.028793335,-889.7246704,20.21923828,,,,,,
4.516666667,6.045513153,-889.7907104,20.26318359,,,,,,
4.52,6.062233448,-889.8544312,20.28662109,,,,,,
4.523333333,6.078953266,-889.918396,20.30712891,,,,,,
4.526666667,6.09568882,-889.9834595,20.31445313,,,,,,
4.53,6.112393379,-890.0494995,20.30859375,,,,,,
4.533333333,6.129128933,-890.1174927,20.28222656,,,,,,
4.536666667,6.145849228,-890.1863403,20.27929688,,,,,,
4.54,6.162553787,-890.2549438,20.32470703,,,,,,
4.543333333,6.179273605,-890.3239136,20.36132813,,,,,,
4.546666667,6.196009159,-890.394104,20.37451172,,,,,,
4.55,6.212744713,-890.4647827,20.38037109,,,,,,
4.553333333,6.229480267,-890.5357056,20.38476563,,,,,,
4.556666667,6.24621582,-890.6067505,20.41113281,,,,,,
4.56,6.262951374,-890.6776733,20.47705078,,,,,,
4.563333333,6.279655933,-890.7483521,20.56640625,,,,,,
4.566666667,6.296375751,-890.8179321,20.63525391,,,,,,
4.57,6.313096046,-890.885437,20.6953125,,,,,,
4.573333333,6.329800606,-890.9514771,20.74951172,,,,,,
4.576666667,6.346520901,-891.0181274,20.79345703,,,,,,
4.58,6.363240719,-891.086853,20.81689453,,,,,,
4.583333333,6.379961014,-891.1547241,20.82714844,,,,,,
4.586666667,6.396680832,-891.2214966,20.8359375,,,,,,
4.59,6.413416386,-891.2883911,20.84912109,,,,,,
4.593333333,6.430151939,-891.3557739,20.84912109,,,,,,
4.596666667,6.446902752,-891.4241333,20.84179688,,,,,,
4.6,6.463654041,-891.4939575,20.85351563,,,,,,
4.603333333,6.480404854,-891.5647583,20.89306641,,,,,,
4.606666667,6.497124672,-891.6351929,20.94726563,,,,,,
4.61,6.513829231,-891.7055054,21.01318359,,,,,,
4.613333333,6.530534267,-891.7764282,21.08349609,,,,,,
4.616666667,6.547254086,-891.8485718,21.13623047,,,,,,
4.62,6.56397438,-891.9202271,21.17578125,,,,,,
4.623333333,6.580694199,-891.9901733,21.21826172,,,,,,
4.626666667,6.597445011,-892.0598755,21.28125,,,,,,
4.63,6.614165306,-892.1310425,21.33398438,,,,,,
4.633333333,6.630885124,-892.2024536,21.37792969,,,,,,
4.636666667,6.64759016,-892.2728882,21.41162109,,,,,,
4.64,6.664309978,-892.343811,21.43945313,,,,,,
4.643333333,6.681030273,-892.4169312,21.46289063,,,,,,
4.646666667,6.697765827,-892.4915161,21.48046875,,,,,,
4.65,6.714500904,-892.5661011,21.50244141,,,,,,
4.653333333,6.73120594,-892.6395874,21.52294922,,,,,,
4.656666667,6.747925758,-892.7107544,21.54199219,,,,,,
4.66,6.764630318,-892.781311,21.56542969,,,,,,
4.663333333,6.781350613,-892.8529663,21.61376953,,,,,,
4.666666667,6.798055172,-892.9254761,21.67529297,,,,,,
4.67,6.81477499,-892.9972534,21.72216797,,,,,,
4.673333333,6.831480026,-893.0681763,21.74707031,,,,,,
4.676666667,6.848199844,-893.138855,21.78808594,,,,,,
4.68,6.864889145,-893.2095337,21.83056641,,,,,,
4.683333333,6.881578445,-893.2816772,21.84814453,,,,,,
4.686666667,6.898267269,-893.3539429,21.83789063,,,,,,
4.69,6.91495657,-893.4262085,21.83496094,,,,,,
