モジュール,DSC,,,,,,,,
チャンネル,DSC7020,,,,,,,,
データ名,TGS_5Kpm_9.2mg_20241115,,,,,,,,
測定日時,2024/11/15 14:19:48,,,,,,,,
サンプル名,TGS,,,,,,,,
サンプル質量,9.2,mg,,,,,,,
リファレンス名,Al pan,,,,,,,,
リファレンス質量,22.9,mg,,,,,,,
温度プログラム,,Cel,Cel,Cel/min,min,s,ガス１,ガス２,ストアー
,1,-13,72,5,3,0.2,On,Off,On
,2,72,-13,5,5,0.2,On,Off,On
,温度プログラムモード,ランプ,,,,,,,
,冷却ユニット,全自動ガス冷却,,,,,,,
オペレータ名,伊藤,,,,,,,,
組織名,,,,,,,,,
コメント,オペレータ: 伊藤,,,,,,,,
,ガス1: N2,,,,,,,,
,パン: Al,,,,,,,,
,,,,,,,,,
,,,,,,,,,
面積,,,,,,,,,
TGS_5Kpm_9.2mg_20241115  DSC,,,,,,,,,
No.,DeltaH,,,,,,,,
,mJ/mg,,,,,,,,
1,-1.266645444,,,,,,,,
2,1.004942504,,,,,,,,
,,,,,,,,,
Time,Temp.,DSC,DDSC,,,,,,
34.8,-3.596869707,959.0634766,24.14868164,,,,,,
34.80333333,-3.612982512,958.9839478,24.12231445,,,,,,
34.80666667,-3.629079342,958.9040527,24.09228516,,,,,,
34.81,-3.645160675,958.8243408,24.03808594,,,,,,
34.81333333,-3.661273241,958.7443237,24.00952148,,,,,,
34.81666667,-3.677354813,958.664856,24.02563477,,,,,,
34.82,-3.693467379,958.5859375,24.03076172,,,,,,
34.82333333,-3.709579945,958.5065308,23.98901367,,,,,,
34.82666667,-3.725661278,958.427063,23.94213867,,,,,,
34.83,-3.741758347,958.3475342,23.89379883,,,,,,
34.83333333,-3.757870913,958.2669678,23.84692383,,,,,,
34.83666667,-3.773983479,958.1869507,23.82202148,,,,,,
34.84,-3.790096045,958.109375,23.83300781,,,,,,
34.84333333,-3.806224346,958.0321045,23.84692383,,,,,,
34.84666667,-3.822336912,957.9541626,23.83300781,,,,,,
34.85,-3.838433981,957.8768921,23.83813477,,,,,,
34.85333333,-3.854546547,957.7980957,23.85571289,,,,,,
34.85666667,-3.870643377,957.7165527,23.85424805,,,,,,
34.86,-3.886771679,957.6339111,23.86669922,,,,,,
34.86333333,-3.902868748,957.5531616,23.86669922,,,,,,
34.86666667,-3.918965578,957.4735107,23.83374023,,,,,,
34.87,-3.935031414,957.3928833,23.80444336,,,,,,
34.87333333,-3.951112747,957.3132324,23.78686523,,,,,,
34.87666667,-3.96719408,957.2353516,23.76196289,,,,,,
34.88,-3.983259678,957.1568604,23.75170898,,,,,,
34.88333333,-3.999372482,957.0764771,23.72753906,,,,,,
34.88666667,-4.01548481,956.9971924,23.66455078,,,,,,
34.89,-4.031581879,956.9181519,23.59936523,,,,,,
34.89333333,-4.047694683,956.8369141,23.56347656,,,,,,
34.89666667,-4.063791752,956.7563477,23.51293945,,,,,,
34.9,-4.079888344,956.6765747,23.43164063,,,,,,
34.90333333,-4.095985413,956.5966797,23.35473633,,,,,,
34.90666667,-4.112066746,956.5188599,23.31884766,,,,,,
34.91,-4.128148079,956.4423828,23.28808594,,,,,,
34.91333333,-4.144245148,956.3644409,23.25073242,,,,,,
34.91666667,-4.160326481,956.2858276,23.23242188,,,,,,
34.92,-4.176392078,956.2073364,23.18920898,,,,,,
34.92333333,-4.192489147,956.1306763,23.11303711,,,,,,
34.92666667,-4.20857048,956.0570679,23.05224609,,,,,,
34.93,-4.224620819,955.9851685,23.03027344,,,,,,
34.93333333,-4.240686417,955.9119263,22.97973633,,,,,,
34.93666667,-4.256752014,955.8362427,22.89697266,,,,,,
34.94,-4.272824287,955.760376,22.82519531,,,,,,
34.94333333,-4.28889513,955.6848145,22.74609375,,,,,,
34.94666667,-4.304996967,955.6088257,22.67431641,,,,,,
34.95,-4.321098804,955.531311,22.60913086,,,,,,
34.95333333,-4.337216377,955.4539185,22.53881836,,,,,,
34.95666667,-4.35333395,955.3764648,22.47290039,,,,,,
34.96,-4.369451523,955.3006592,22.4465332,,,,,,
34.96333333,-4.385569096,955.227478,22.46191406,,,,,,
34.96666667,-4.401686668,955.1534424,22.51391602,,,,,,
34.97,-4.41777277,955.0771484,22.57104492,,,,,,
34.97333333,-4.433874607,955.0004883,22.61206055,,,,,,
34.97666667,-4.449976444,954.925415,22.61425781,,,,,,
34.98,-4.466094017,954.8513184,22.59814453,,,,,,
34.98333333,-4.482195854,954.777771,22.57836914,,,,,,
34.98666667,-4.498298168,954.7043457,22.55126953,,,,,,
34.99,-4.514431,954.632019,22.49926758,,,,,,
34.99333333,-4.530548573,954.5611572,22.41503906,,,,,,
34.99666667,-4.546666145,954.4893188,22.32421875,,,,,,
35,-4.562783718,954.4145508,22.26049805,,,,,,
35.00333333,-4.578917027,954.3366699,22.23999023,,,,,,
35.00666667,-4.595018864,954.256897,22.22753906,,,,,,
35.01,-4.611152172,954.1784668,22.20117188,,,,,,
35.01333333,-4.62728548,954.1021729,22.15942383,,,,,,
35.01666667,-4.643418789,954.0271606,22.13085938,,,,,,
35.02,-4.65955162,953.9523315,22.1015625,,,,,,
35.02333333,-4.675684929,953.8779297,22.09350586,,,,,,
35.02666667,-4.691818237,953.8042603,22.11328125,,,,,,
35.03,-4.707951546,953.7313232,22.14111328,,,,,,
35.03333333,-4.72410059,953.659668,22.17993164,,,,,,
35.03666667,-4.740233421,953.5898438,22.20263672,,,,,,
35.04,-4.756350994,953.5192871,22.18212891,,,,,,
35.04333333,-4.772484303,953.4467163,22.12353516,,,,,,
35.04666667,-4.788617611,953.3746338,22.04443359,,,,,,
35.05,-4.804750919,953.3019409,21.97045898,,,,,,
35.05333333,-4.820884228,953.2289429,21.93017578,,,,,,
35.05666667,-4.837032795,953.1550903,21.90673828,,,,,,
35.06,-4.853166103,953.0823975,21.87451172,,,,,,
35.06333333,-4.869267941,953.0102539,21.85327148,,,,,,
35.06666667,-4.885369778,952.9359741,21.85620117,,,,,,
35.07,-4.901471615,952.8604736,21.86425781,,,,,,
35.07333333,-4.917604923,952.7853394,21.86425781,,,,,,
35.07666667,-4.933722496,952.7115479,21.8840332,,,,,,
35.08,-4.949824333,952.6394043,21.92358398,,,,,,
35.08333333,-4.965941906,952.5682373,21.93237305,,,,,,
35.08666667,-4.982043743,952.4961548,21.93164063,,,,,,
35.09,-4.99814558,952.4232788,21.93676758,,,,,,
35.09333333,-5.014247894,952.3496094,21.92285156,,,,,,
35.09666667,-5.030349731,952.2756958,21.89648438,,,,,,
35.1,-5.046451569,952.2028198,21.86132813,,,,,,
35.10333333,-5.06253767,952.1306763,21.84301758,,,,,,
35.10666667,-5.078608513,952.0568237,21.81518555,,,,,,
35.11,-5.09471035,951.9825439,21.78515625,,,,,,
35.11333333,-5.110812187,951.9092407,21.76245117,,,,,,
35.11666667,-5.126898289,951.8372192,21.75366211,,,,,,
35.12,-5.142968655,951.7644653,21.77636719,,,,,,
35.12333333,-5.159055233,951.6915894,21.82543945,,,,,,
35.12666667,-5.175141335,951.6192627,21.88256836,,,,,,
35.13,-5.1912117,951.5466309,21.93164063,,,,,,
35.13333333,-5.207329273,951.4743652,21.97045898,,,,,,
35.13666667,-5.223415852,951.402832,21.99682617,,,,,,
35.14,-5.239486217,951.3319702,22.04443359,,,,,,
35.14333333,-5.255556583,951.2614746,22.13012695,,,,,,
35.14666667,-5.271658897,951.190979,22.1953125,,,,,,
35.15,-5.287791729,951.1193237,22.24291992,,,,,,
35.15333333,-5.303894043,951.0460205,22.30444336,,,,,,
35.15666667,-5.319980145,950.9724731,22.37768555,,,,,,
35.16,-5.33605051,950.8981323,22.42749023,,,,,,
35.16333333,-5.352136612,950.822876,22.45825195,,,,,,
35.16666667,-5.36822319,950.7470703,22.5065918,,,,,,
35.17,-5.384293556,950.6704712,22.5402832,,,,,,
35.17333333,-5.400364399,950.5938721,22.5703125,,,,,,
35.17666667,-5.416434765,950.5176392,22.59448242,,,,,,
35.18,-5.432505131,950.44104,22.60620117,,,,,,
35.18333333,-5.448544502,950.3623657,22.63183594,,,,,,
35.18666667,-5.464599609,950.2833862,22.66918945,,,,,,
35.19,-5.480685711,950.2053223,22.70727539,,,,,,
35.19333333,-5.496740818,950.1265259,22.71020508,,,,,,
35.19666667,-5.512811184,950.0475464,22.69775391,,,,,,
35.2,-5.52888155,949.9699097,22.68383789,,,,,,
35.20333333,-5.544983864,949.8943481,22.64648438,,,,,,
35.20666667,-5.56105423,949.8180542,22.59741211,,,,,,
35.21,-5.577140331,949.7420654,22.55200195,,,,,,
35.21333333,-5.593226433,949.6671143,22.51538086,,,,,,
35.21666667,-5.609297276,949.5922852,22.46264648,,,,,,
35.22,-5.625367641,949.5195923,22.40258789,,,,,,
35.22333333,-5.64145422,949.4472046,22.33374023,,,,,,
35.22666667,-5.657540321,949.3740234,22.24365234,,,,,,
35.23,-5.673610687,949.3000488,22.15649414,,,,,,
35.23333333,-5.68968153,949.2265015,22.078125,,,,,,
35.23666667,-5.705751896,949.1541138,22.01000977,,,,,,
35.24,-5.721791267,949.0813599,21.96899414,,,,,,
35.24333333,-5.737845898,949.0090942,21.94921875,,,,,,
35.24666667,-5.75391674,948.9376831,21.93237305,,,,,,
35.25,-5.769971371,948.8659668,21.89575195,,,,,,
35.25333333,-5.786057949,948.7926025,21.86645508,,,,,,
35.25666667,-5.802144051,948.7195435,21.84814453,,,,,,
35.26,-5.818230152,948.6482544,21.84887695,,,,,,
35.26333333,-5.834300995,948.5768433,21.87231445,,,,,,
35.26666667,-5.850371361,948.5048828,21.89208984,,,,,,
35.27,-5.866457462,948.4335327,21.87451172,,,,,,
35.27333333,-5.882528305,948.3622437,21.8269043,,,,,,
35.27666667,-5.898582935,948.2897949,21.796875,,,,,,
35.28,-5.914653778,948.215271,21.76977539,,,,,,
35.28333333,-5.930708408,948.1402588,21.74194336,,,,,,
35.28666667,-5.946779251,948.0657349,21.7434082,,,,,,
35.29,-5.962849617,947.9918213,21.76904297,,,,,,
35.29333333,-5.97892046,947.9188232,21.77416992,,,,,,
35.29666667,-5.995006561,947.8457031,21.7565918,,,,,,
35.3,-6.011092663,947.7718506,21.76391602,,,,,,
35.30333333,-6.02714777,947.697998,21.78735352,,,,,,
35.30666667,-6.043233871,947.6235352,21.79541016,,,,,,
35.31,-6.059319973,947.5499268,21.79394531,,,,,,
35.31333333,-6.07537508,947.479187,21.80493164,,,,,,
35.31666667,-6.091445446,947.4091187,21.81225586,,,,,,
35.32,-6.107516289,947.3387451,21.79467773,,,,,,
35.32333333,-6.123586655,947.2684937,21.7565918,,,,,,
35.32666667,-6.139688492,947.1976318,21.71337891,,,,,,
35.33,-6.155774593,947.1246948,21.65625,,,,,,
35.33333333,-6.171876907,947.0512695,21.58374023,,,,,,
35.33666667,-6.187963009,946.9788818,21.49658203,,,,,,
35.34,-6.20404911,946.9065552,21.38525391,,,,,,
35.34333333,-6.220135212,946.8335571,21.25927734,,,,,,
35.34666667,-6.236252785,946.7607422,21.14355469,,,,,,
35.35,-6.252370358,946.6885986,21.06152344,,,,,,
35.35333333,-6.26848793,946.6170044,21.03955078,,,,,,
35.35666667,-6.284605503,946.5446777,21.05126953,,,,,,
35.36,-6.300738811,946.4725952,21.06518555,,,,,,
35.36333333,-6.316840649,946.4005737,21.07177734,,,,,,
35.36666667,-6.332942486,946.3288574,21.04833984,,,,,,
35.37,-6.349060059,946.2584839,20.98828125,,,,,,
35.37333333,-6.36514616,946.1900024,20.92602539,,,,,,
35.37666667,-6.381263733,946.1235962,20.88427734,,,,,,
35.38,-6.397366047,946.0587158,20.86523438,,,,,,
35.38333333,-6.413467884,945.9949951,20.87036133,,,,,,
35.38666667,-6.42953825,945.9313965,20.86962891,,,,,,
35.39,-6.445640087,945.8654785,20.86523438,,,,,,
35.39333333,-6.46171093,945.7963257,20.86669922,,,,,,
35.39666667,-6.477797031,945.7254639,20.85424805,,,,,,
35.4,-6.493867397,945.6542358,20.82714844,,,,,,
35.40333333,-6.509953976,945.5828247,20.81103516,,,,,,
35.40666667,-6.526055813,945.5131226,20.80224609,,,,,,
35.41,-6.542141914,945.4458008,20.8125,,,,,,
35.41333333,-6.558228016,945.378479,20.83886719,,,,,,
35.41666667,-6.574298859,945.3093872,20.87329102,,,,,,
35.42,-6.590369225,945.239624,20.92456055,,,,,,
35.42333333,-6.606440067,945.1676636,20.98388672,,,,,,
35.42666667,-6.622510433,945.0942383,21.05786133,,,,,,
35.43,-6.63856554,945.0217896,21.12231445,,,,,,
35.43333333,-6.654604435,944.9498291,21.14941406,,,,,,
35.43666667,-6.670659542,944.8783569,21.14282227,,,,,,
35.44,-6.686714172,944.8079834,21.14575195,,,,,,
35.44333333,-6.702753544,944.7377319,21.16552734,,,,,,
35.44666667,-6.718808651,944.6668091,21.20727539,,,,,,
35.45,-6.734879017,944.5952148,21.27905273,,,,,,
35.45333333,-6.750934124,944.5230713,21.35522461,,,,,,
35.45666667,-6.76700449,944.4522095,21.40429688,,,,,,
35.46,-6.783074856,944.3821411,21.4453125,,,,,,
35.46333333,-6.799114227,944.3126831,21.47753906,,,,,,
35.46666667,-6.815153599,944.2433472,21.46655273,,,,,,
35.47,-6.83119297,944.173645,21.44824219,,,,,,
35.47333333,-6.847231865,944.1036987,21.43652344,,,,,,
35.47666667,-6.863302708,944.0339966,21.42700195,,,,,,
35.48,-6.879388809,943.9637451,21.44311523,,,,,,
35.48333333,-6.895459652,943.8914185,21.47973633,,,,,,
35.48666667,-6.911545753,943.817688,21.50024414,,,,,,
35.49,-6.927631855,943.743103,21.5090332,,,,,,
35.49333333,-6.943717957,943.6691895,21.50244141,,,,,,
35.49666667,-6.959788799,943.5965576,21.48925781,,,,,,
35.5,-6.975874901,943.5239868,21.48632813,,,,,,
35.50333333,-6.991930008,943.4508667,21.50097656,,,,,,
35.50666667,-7.008000374,943.3779907,21.53466797,,,,,,
35.51,-7.02407074,943.3062744,21.55957031,,,,,,
35.51333333,-7.040157318,943.2348633,21.56689453,,,,,,
35.51666667,-7.05624342,943.1640015,21.56323242,,,,,,
35.52,-7.072298527,943.0924683,21.56689453,,,,,,
35.52333333,-7.088384628,943.0194702,21.55810547,,,,,,
35.52666667,-7.10447073,942.9467163,21.53320313,,,,,,
35.53,-7.120556831,942.8746338,21.51123047,,,,,,
35.53333333,-7.13664341,942.8028564,21.4921875,,,,,,
35.53666667,-7.152729511,942.7318115,21.45849609,,,,,,
35.54,-7.168799877,942.6616821,21.41088867,,,,,,
35.54333333,-7.184854984,942.5912476,21.35083008,,,,,,
35.54666667,-7.20092535,942.5195923,21.30688477,,,,,,
35.55,-7.216996193,942.4475708,21.28198242,,,,,,
35.55333333,-7.233050823,942.3765259,21.26000977,,,,,,
35.55666667,-7.249121666,942.3065796,21.22485352,,,,,,
35.56,-7.265207767,942.2369995,21.16552734,,,,,,
35.56333333,-7.281262875,942.166626,21.08203125,,,,,,
35.56666667,-7.297333241,942.0958252,21.00073242,,,,,,
35.57,-7.313388348,942.024231,20.93994141,,,,,,
35.57333333,-7.329442978,941.9511719,20.859375,,,,,,
35.57666667,-7.345482349,941.8794556,20.75097656,,,,,,
35.58,-7.361552715,941.8101196,20.63012695,,,,,,
35.58333333,-7.377638817,941.7423096,20.50634766,,,,,,
35.58666667,-7.393725395,941.673645,20.35693359,,,,,,
35.59,-7.409811497,941.6035156,20.19506836,,,,,,
35.59333333,-7.425897598,941.5336304,20.04125977,,,,,,
35.59666667,-7.441968441,941.4645386,19.89257813,,,,,,
35.6,-7.458070278,941.3974609,19.734375,,,,,,
35.60333333,-7.474172115,941.3319702,19.55932617,,,,,,
35.60666667,-7.490273952,941.2662354,19.37988281,,,,,,
35.61,-7.506360054,941.1992798,19.18359375,,,,,,
35.61333333,-7.522415161,941.1326294,18.94262695,,,,,,
35.61666667,-7.538485527,941.0688477,18.68408203,,,,,,
35.62,-7.554572105,941.0075684,18.46142578,,,,,,
35.62333333,-7.570658207,940.9475098,18.27392578,,,,,,
35.62666667,-7.586760044,940.8883667,18.11279297,,,,,,
35.63,-7.602877617,940.8299561,17.95751953,,,,,,
35.63333333,-7.618979454,940.7712402,17.79418945,,,,,,
35.63666667,-7.635097027,940.7125244,17.63671875,,,,,,
35.64,-7.651198864,940.6553345,17.51000977,,,,,,
35.64333333,-7.667300701,940.5995483,17.41040039,,,,,,
35.64666667,-7.68338728,940.5441284,17.32397461,,,,,,
35.65,-7.699489117,940.4886475,17.22875977,,,,,,
35.65333333,-7.715575218,940.4351807,17.12109375,,,,,,
35.65666667,-7.731645584,940.383606,17.04272461,,,,,,
35.66,-7.747716427,940.3322144,16.99511719,,,,,,
35.66333333,-7.763786793,940.2798462,16.96435547,,,,,,
35.66666667,-7.7798419,940.2263794,16.94384766,,,,,,
35.67,-7.795912266,940.1706543,16.95263672,,,,,,
35.67333333,-7.811983109,940.1138306,16.97973633,,,,,,
35.67666667,-7.828084946,940.0574951,17.01708984,,,,,,
35.68,-7.844171047,940.0004883,17.08300781,,,,,,
35.68333333,-7.860226154,939.9425659,17.17236328,,,,,,
35.68666667,-7.876280785,939.8848267,17.26245117,,,,,,
35.69,-7.892320156,939.8262939,17.33569336,,,,,,
35.69333333,-7.908374786,939.7680664,17.42504883,,,,,,
35.69666667,-7.924429893,939.7095337,17.55175781,,,,,,
35.7,-7.940485001,939.6508789,17.68432617,,,,,,
35.70333333,-7.956539631,939.5927124,17.79711914,,,,,,
35.70666667,-7.972594738,939.5348511,17.89233398,,,,,,
35.71,-7.988633633,939.4763184,17.97875977,,,,,,
35.71333333,-8.004657745,939.4161377,18.06665039,,,,,,
35.71666667,-8.020728111,939.3549194,18.16186523,,,,,,
35.72,-8.036767006,939.2920532,18.26367188,,,,,,
35.72333333,-8.052822113,939.2281494,18.36401367,,,,,,
35.72666667,-8.068845749,939.1646118,18.45703125,,,,,,
35.73,-8.084884644,939.102478,18.5390625,,,,,,
35.73333333,-8.100924492,939.0407104,18.63208008,,,,,,
35.73666667,-8.116948128,938.9780273,18.75219727,,,,,,
35.74,-8.132987022,938.9152832,18.84960938,,,,,,
35.74333333,-8.149057388,938.8535156,18.92211914,,,,,,
35.74666667,-8.165127754,938.7926025,18.98730469,,,,,,
35.75,-8.181182861,938.7317505,19.05249023,,,,,,
35.75333333,-8.197237968,938.6688232,19.11767578,,,,,,
35.75666667,-8.213276863,938.6044312,19.17480469,,,,,,
35.76,-8.229300499,938.539856,19.22680664,,,,,,
35.76333333,-8.245324135,938.4742432,19.265625,,,,,,
35.76666667,-8.261347771,938.4083252,19.30151367,,,,,,
35.77,-8.277386665,938.3431396,19.34472656,,,,,,
35.77333333,-8.293441772,938.2778931,19.3828125,,,,,,
35.77666667,-8.309481621,938.2105103,19.42236328,,,,,,
35.78,-8.325535774,938.142395,19.45825195,,,,,,
35.78333333,-8.341590881,938.0769653,19.50439453,,,,,,
35.78666667,-8.357645988,938.0131226,19.58129883,,,,,,
35.79,-8.373684883,937.9498901,19.64794922,,,,,,
35.79333333,-8.389891624,937.8858032,19.66113281,,,,,,
35.79666667,-8.406122208,937.8205566,19.65454102,,,,,,
35.8,-8.422336578,937.7546997,19.68896484,,,,,,
35.80333333,-8.438550949,937.6879883,19.74243164,,,,,,
35.80666667,-8.454781532,937.6212769,19.7878418,,,,,,
35.81,-8.471028328,937.5543823,19.8581543,,,,,,
35.81333333,-8.48727417,937.4887085,19.921875,,,,,,
35.81666667,-8.503488541,937.4238892,19.95043945,,,,,,
35.82,-8.519702911,937.3579102,19.93139648,,,,,,
35.82333333,-8.535933495,937.2921753,19.92407227,,,,,,
35.82666667,-8.552147865,937.2251587,19.93652344,,,,,,
35.83,-8.568346977,937.1576538,19.94091797,,,,,,
35.83333333,-8.584529877,937.0932617,19.94824219,,,,,,
35.83666667,-8.600728035,937.0308838,19.97607422,,,,,,
35.84,-8.616927147,936.9656372,20.01708984,,,,,,
35.84333333,-8.633141518,936.8967896,20.03466797,,,,,,
35.84666667,-8.649355888,936.8272705,20.05883789,,,,,,
35.85,-8.665555,936.7565918,20.08886719,,,,,,
35.85333333,-8.681754112,936.6853638,20.09106445,,,,,,
35.85666667,-8.697968483,936.6160278,20.10644531,,,,,,
35.86,-8.714214325,936.5484009,20.11816406,,,,,,
35.86333333,-8.730428696,936.4821777,20.13793945,,,,,,
35.86666667,-8.746659279,936.4160156,20.1730957,,,,,,
35.87,-8.76287365,936.3515015,20.18188477,,,,,,
35.87333333,-8.779072762,936.2879639,20.20385742,,,,,,
35.87666667,-8.795287132,936.2225952,20.28295898,,,,,,
35.88,-8.811501503,936.1541138,20.35253906,,,,,,
35.88333333,-8.827715874,936.0856323,20.38549805,,,,,,
35.88666667,-8.843931198,936.0177612,20.41552734,,,,,,
35.89,-8.860129356,935.9482422,20.45141602,,,,,,
35.89333333,-8.876312256,935.880127,20.46679688,,,,,,
35.89666667,-8.892511368,935.8140259,20.4675293,,,,,,
35.9,-8.908709526,935.7476807,20.4675293,,,,,,
35.90333333,-8.924908638,935.6809692,20.47045898,,,,,,
35.90666667,-8.941123009,935.6124268,20.46972656,,,,,,
35.91,-8.957337379,935.543457,20.46679688,,,,,,
35.91333333,-8.973536491,935.4754028,20.50048828,,,,,,
35.91666667,-8.989750862,935.4067383,20.54956055,,,,,,
35.92,-9.005965233,935.3372803,20.60375977,,,,,,
35.92333333,-9.022164345,935.2679443,20.66674805,,,,,,
35.92666667,-9.038363457,935.1968384,20.72753906,,,,,,
35.93,-9.054561615,935.1243896,20.7421875,,,,,,
35.93333333,-9.070775986,935.0513306,20.74951172,,,,,,
35.93666667,-9.086975098,934.9797974,20.82128906,,,,,,
35.94,-9.103173256,934.9104614,20.9296875,,,,,,
35.94333333,-9.119356155,934.8427124,21.03662109,,,,,,
35.94666667,-9.135539055,934.7761841,21.10913086,,,,,,
35.95,-9.151706696,934.7105713,21.15087891,,,,,,
35.95333333,-9.167873383,934.6448975,21.2043457,,,,,,
35.95666667,-9.184056282,934.5775146,21.25048828,,,,,,
35.96,-9.200255394,934.5079346,21.26147461,,,,,,
35.96333333,-9.216438293,934.4345703,21.2512207,,,,,,
35.96666667,-9.232621193,934.3605957,21.21606445,,,,,,
35.97,-9.248804092,934.2893066,21.17358398,,,,,,
35.97333333,-9.264970779,934.2197876,21.14208984,,,,,,
35.97666667,-9.281169891,934.1486816,21.1237793,,,,,,
35.98,-9.29736805,934.0745239,21.13769531,,,,,,
35.98333333,-9.31358242,933.9989624,21.16479492,,,,,,
35.98666667,-9.329797745,933.9243774,21.20874023,,,,,,
35.99,-9.345980644,933.8515625,21.2644043,,,,,,
35.99333333,-9.362163544,933.7788086,21.32519531,,,,,,
35.99666667,-9.378346443,933.7061768,21.36694336,,,,,,
36,-9.394544601,933.6350708,21.38085938,,,,,,
36.00333333,-9.410758972,933.5657349,21.35009766,,,,,,
36.00666667,-9.426958084,933.49823,21.29956055,,,,,,
36.01,-9.443140984,933.4307251,21.26513672,,,,,,
36.01333333,-9.459307671,933.3613281,21.28271484,,,,,,
36.01666667,-9.47549057,933.2905884,21.30175781,,,,,,
36.02,-9.491689682,933.2191772,21.30615234,,,,,,
36.02333333,-9.507872581,933.1479492,21.30908203,,,,,,
36.02666667,-9.524039268,933.0773315,21.29150391,,,,,,
36.03,-9.540222168,933.0065308,21.2878418,,,,,,
36.03333333,-9.556405067,932.9359131,21.3046875,,,,,,
36.03666667,-9.572604179,932.8657837,21.29882813,,,,,,
36.04,-9.588802338,932.7960205,21.28710938,,,,,,
36.04333333,-9.604969978,932.7271118,21.29736328,,,,,,
36.04666667,-9.621136665,932.6574707,21.32226563,,,,,,
36.05,-9.637303352,932.5875244,21.36474609,,,,,,
36.05333333,-9.653470993,932.5169067,21.41455078,,,,,,
36.05666667,-9.669622421,932.4451294,21.45117188,,,,,,
36.06,-9.685805321,932.3734131,21.45922852,,,,,,
36.06333333,-9.701972008,932.2987671,21.46289063,,,,,,
36.06666667,-9.718123436,932.2238159,21.48632813,,,,,,
36.07,-9.734290123,932.1505737,21.51049805,,,,,,
36.07333333,-9.750441551,932.0768433,21.51782227,,,,,,
36.07666667,-9.766624451,932.0033569,21.52294922,,,,,,
36.08,-9.782775879,931.9319458,21.53027344,,,,,,
36.08333333,-9.798942566,931.8609009,21.54345703,,,,,,
36.08666667,-9.815109253,931.7900391,21.55004883,,,,,,
36.09,-9.831260681,931.7197876,21.5456543,,,,,,
36.09333333,-9.847428322,931.6482544,21.56323242,,,,,,
36.09666667,-9.863611221,931.5749512,21.5690918,,,,,,
36.1,-9.879794121,931.5023804,21.57714844,,,,,,
36.10333333,-9.895960808,931.4308472,21.5690918,,,,,,
36.10666667,-9.912143707,931.3585205,21.51489258,,,,,,
36.11,-9.928358078,931.2856445,21.45922852,,,,,,
36.11333333,-9.94455719,931.213623,21.39257813,,,,,,
36.11666667,-9.960740089,931.1425781,21.32592773,,,,,,
36.12,-9.976922989,931.0718994,21.30029297,,,,,,
36.12333333,-9.993089676,931.0013428,21.30615234,,,,,,
36.12666667,-10.00928879,930.9312134,21.30615234,,,,,,
36.13,-10.02550316,930.8619995,21.31347656,,,,,,
36.13333333,-10.04170132,930.7914429,21.33032227,,,,,,
36.13666667,-10.05791664,930.7195435,21.33984375,,,,,,
36.14,-10.07413101,930.647583,21.34057617,,,,,,
36.14333333,-10.09032917,930.5751343,21.34863281,,,,,,
36.14666667,-10.10652828,930.5032959,21.35375977,,,,,,
36.15,-10.12271118,930.4332275,21.34130859,,,,,,
36.15333333,-10.13892555,930.3648682,21.31933594,,,,,,
36.15666667,-10.15510845,930.2971191,21.31640625,,,,,,
36.16,-10.17130756,930.2278442,21.33764648,,,,,,
36.16333333,-10.18752193,930.1567993,21.37719727,,,,,,
36.16666667,-10.20370483,930.0853271,21.41821289,,,,,,
36.17,-10.21988773,930.0144653,21.47680664,,,,,,
36.17333333,-10.23607063,929.9429321,21.52954102,,,,,,
36.17666667,-10.25225353,929.8701782,21.55883789,,,,,,
36.18,-10.26843643,929.7965698,21.61157227,,,,,,
36.18333333,-10.28463459,929.7238159,21.6796875,,,,,,
36.18666667,-10.30084991,929.6514893,21.75512695,,,,,,
36.19,-10.31704807,929.5793457,21.84082031,,,,,,
36.19333333,-10.33324718,929.5081787,20.84472656,,,,,,
36.19666667,-10.34944534,929.4373779,19.07299805,,,,,,
36.2,-10.36564445,929.3656006,17.23242188,,,,,,
36.20333333,-10.38185883,929.2922363,15.25488281,,,,,,
36.20666667,-10.39804173,929.2182617,12.94921875,,,,,,
36.21,-10.41424084,929.1442261,10.4597168,,,,,,
36.21333333,-10.430439,929.0696411,7.973144531,,,,,,
36.21666667,-10.44663811,928.9961548,5.997070313,,,,,,
36.22,-10.46283627,928.9210815,6.807861328,,,,,,
36.22333333,-10.47898769,928.8438721,7.6171875,,,,,,
36.22666667,-10.49518681,928.7654419,8.503417969,,,,,,
36.23,-10.51138496,928.6868896,9.391845703,,,,,,
36.23333333,-10.52758408,928.633606,10.17114258,,,,,,
36.23666667,-10.54378223,928.699585,10.82592773,,,,,,
36.24,-10.55999756,928.7841187,11.3371582,,,,,,
36.24333333,-10.57619572,928.8713989,11.6887207,,,,,,
36.24666667,-10.59237862,928.9782104,11.95532227,,,,,,
36.25,-10.60857773,929.109314,12.22412109,,,,,,
36.25333333,-10.6247921,929.2473755,12.61376953,,,,,,
36.25666667,-10.64102268,929.3759155,13.11914063,,,,,,
36.26,-10.65723705,929.3366699,13.5769043,,,,,,
36.26333333,-10.67343616,929.1959229,14.01269531,,,,,,
36.26666667,-10.68961906,929.0529785,14.31518555,,,,,,
36.27,-10.70581722,928.9049683,14.38842773,,,,,,
36.27333333,-10.72201633,928.7629395,14.48510742,,,,,,
36.27666667,-10.73818302,928.632019,15.78295898,,,,,,
