Record Length,2.500000e+03,,  -0.000050000000,  -0.20000,
Sample Interval,2.000000e-07,,  -0.000049800000,   0.20000,
Trigger Point,2.500000000000e+02,,  -0.000049600000,   0.00000,
,,,  -0.000049400000,  -0.20000,
,,,  -0.000049200000,  -0.20000,
,,,  -0.000049000000,  -0.20000,
Source,CH2,,  -0.000048800000,  -0.20000,
Vertical Units,V,,  -0.000048600000,  -0.40000,
Vertical Scale,5.000000e+00,,  -0.000048400000,  -0.40000,
Vertical Offset,-1.500000e+01,,  -0.000048200000,  -0.20000,
Horizontal Units,s,,  -0.000048000000,  -0.20000,
Horizontal Scale,5.000000e-05,,  -0.000047800000,  -0.40000,
Pt Fmt,Y,,  -0.000047600000,  -0.40000,
Yzero,0.000000e+00,,  -0.000047400000,  -0.20000,
Probe Atten,1.000000e+01,,  -0.000047200000,  -0.60000,
Model Number,TDS1001B,,  -0.000047000000,  -0.40000,
Serial Number,C105846,,  -0.000046800000,   0.00000,
Firmware Version,FV:v22.13,,  -0.000046600000,   0.00000,
,,,-00.000046400000,   0.00000,
,,,-00.000046200000,   0.00000,
,,,-00.000046000000,   0.20000,
,,,-00.000045800000,  -0.20000,
,,,-00.000045600000,   0.00000,
,,,-00.000045400000,  -0.40000,
,,,-00.000045200000,  -0.20000,
,,,-00.000045000000,  -0.20000,
,,,-00.000044800000,   0.00000,
,,,-00.000044600000,  -0.40000,
,,,-00.000044400000,  -0.20000,
,,,-00.000044200000,  -0.20000,
,,,-00.000044000000,  -0.20000,
,,,-00.000043800000,  -0.40000,
,,,-00.000043600000,  -0.40000,
,,,-00.000043400000,   0.00000,
,,,-00.000043200000,   0.00000,
,,,-00.000043000000,   0.20000,
,,,-00.000042800000,  -0.20000,
,,,-00.000042600000,   0.20000,
,,,-00.000042400000,  -0.20000,
,,,-00.000042200000,  -0.60000,
,,,-00.000042000000,  -0.40000,
,,,-00.000041800000,  -0.20000,
,,,-00.000041600000,  -0.60000,
,,,-00.000041400000,  -0.20000,
,,,-00.000041200000,  -0.40000,
,,,-00.000041000000,   0.00000,
,,,-00.000040800000,   0.00000,
,,,-00.000040600000,  -0.20000,
,,,-00.000040400000,  -0.40000,
,,,-00.000040200000,  -0.20000,
,,,-00.000040000000,  -0.20000,
,,,-00.000039800000,   0.00000,
,,,-00.000039600000,  -0.40000,
