Record Length,2.500000e+03,,  -0.000050000000,   0.40000,
Sample Interval,2.000000e-07,,  -0.000049800000,   0.00000,
Trigger Point,2.500000000000e+02,,  -0.000049600000,   0.40000,
,,,  -0.000049400000,  -0.40000,
,,,  -0.000049200000,  -0.40000,
,,,  -0.000049000000,  -0.80000,
Source,CH2,,  -0.000048800000,   0.40000,
Vertical Units,V,,  -0.000048600000,   0.00000,
Vertical Scale,1.000000e+01,,  -0.000048400000,   0.00000,
Vertical Offset,-3.000000e+01,,  -0.000048200000,   0.40000,
Horizontal Units,s,,  -0.000048000000,   0.00000,
Horizontal Scale,5.000000e-05,,  -0.000047800000,   0.00000,
Pt Fmt,Y,,  -0.000047600000,  -0.40000,
Yzero,0.000000e+00,,  -0.000047400000,  -0.40000,
Probe Atten,1.000000e+01,,  -0.000047200000,   0.00000,
Model Number,TDS1001B,,  -0.000047000000,   0.00000,
Serial Number,C105846,,  -0.000046800000,   0.40000,
Firmware Version,FV:v22.13,,  -0.000046600000,   0.40000,
,,,-00.000046400000,   0.00000,
,,,-00.000046200000,   0.00000,
,,,-00.000046000000,  -0.40000,
,,,-00.000045800000,  -0.40000,
,,,-00.000045600000,   0.00000,
,,,-00.000045400000,   0.00000,
,,,-00.000045200000,   0.00000,
,,,-00.000045000000,   0.00000,
,,,-00.000044800000,  -0.40000,
,,,-00.000044600000,   0.00000,
,,,-00.000044400000,   0.00000,
,,,-00.000044200000,  -0.80000,
,,,-00.000044000000,   0.00000,
,,,-00.000043800000,  -0.80000,
,,,-00.000043600000,  -0.40000,
,,,-00.000043400000,   0.80000,
,,,-00.000043200000,   0.00000,
,,,-00.000043000000,   0.00000,
,,,-00.000042800000,   0.40000,
,,,-00.000042600000,   0.00000,
,,,-00.000042400000,   0.00000,
,,,-00.000042200000,   0.40000,
,,,-00.000042000000,  -0.40000,
,,,-00.000041800000,   0.00000,
,,,-00.000041600000,   0.00000,
,,,-00.000041400000,  -0.40000,
,,,-00.000041200000,  -0.40000,
,,,-00.000041000000,   0.00000,
,,,-00.000040800000,  -0.80000,
,,,-00.000040600000,   0.00000,
,,,-00.000040400000,   0.00000,
,,,-00.000040200000,   0.00000,
,,,-00.000040000000,   0.00000,
,,,-00.000039800000,   0.00000,
,,,-00.000039600000,   0.00000,
,,,-00.000039400000,  -0.40000,
,,,-00.000039200000,  -0.40000,
,,,-00.000039000000,   0.40000,
,,,-00.000038800000,   0.40000,
,,,-00.000038600000,  -0.40000,
,,,-00.000038400000,   0.40000,
,,,-00.000038200000,   0.40000,
,,,-00.000038000000,   0.40000,
,,,-00.000037800000,   0.00000,
,,,-00.000037600000,  -0.40000,
,,,-00.000037400000,   0.40000,
,,,-00.000037200000,   0.00000,
,,,-00.000037000000,   0.80000,
,,,-00.000036800000,   0.40000,
,,,-00.000036600000,   0.40000,
,,,-00.000036400000,   0.00000,
,,,-00.000036200000,  -0.40000,
,,,-00.000036000000,  -0.40000,
,,,-00.000035800000,  -0.40000,
,,,-00.000035600000,   0.40000,
,,,-00.000035400000,   0.40000,
,,,-00.000035200000,   0.00000,
,,,-00.000035000000,   0.40000,
,,,-00.000034800000,   0.40000,
,,,-00.000034600000,   0.40000,
,,,-00.000034400000,  -0.40000,
,,,-00.000034200000,  -0.40000,
,,,-00.000034000000,   0.00000,
,,,-00.000033800000,  -0.40000,
,,,-00.000033600000,  -0.40000,
,,,-00.000033400000,   0.40000,
,,,-00.000033200000,   0.80000,
,,,-00.000033000000,   0.40000,
,,,-00.000032800000,   0.00000,
,,,-00.000032600000,  -0.40000,
,,,-00.000032400000,   0.40000,
,,,-00.000032200000,   0.80000,
,,,-00.000032000000,   0.40000,
,,,-00.000031800000,  -0.40000,
,,,-00.000031600000,   0.40000,
,,,-00.000031400000,   0.40000,
,,,-00.000031200000,   0.00000,
,,,-00.000031000000,   0.00000,
,,,-00.000030800000,   0.00000,
,,,-00.000030600000,   0.00000,
,,,-00.000030400000,   0.00000,
,,,-00.000030200000,   0.00000,
,,,-00.000030000000,   0.40000,
,,,-00.000029800000,   0.00000,
,,,-00.000029600000,  -0.40000,
,,,-00.000029400000,  -0.80000,
,,,-00.000029200000,  -0.80000,
,,,-00.000029000000,   0.40000,
,,,-00.000028800000,   0.40000,
,,,-00.000028600000,   0.80000,
,,,-00.000028400000,   0.40000,
,,,-00.000028200000,   0.00000,
,,,-00.000028000000,   0.40000,
,,,-00.000027800000,   0.00000,
,,,-00.000027600000,   0.00000,
,,,-00.000027400000,   0.40000,
,,,-00.000027200000,   0.00000,
,,,-00.000027000000,   0.00000,
,,,-00.000026800000,   0.00000,
,,,-00.000026600000,   0.40000,
,,,-00.000026400000,   0.00000,
,,,-00.000026200000,   0.00000,
,,,-00.000026000000,   0.00000,
,,,-00.000025800000,   0.40000,
,,,-00.000025600000,   0.00000,
,,,-00.000025400000,   0.00000,
,,,-00.000025200000,   0.40000,
,,,-00.000025000000,   0.40000,
,,,-00.000024800000,   0.00000,
,,,-00.000024600000,  -0.40000,
,,,-00.000024400000,  -0.40000,
,,,-00.000024200000,   0.00000,
,,,-00.000024000000,  -0.80000,
,,,-00.000023800000,   0.00000,
,,,-00.000023600000,   0.40000,
,,,-00.000023400000,   0.00000,
,,,-00.000023200000,   0.40000,
,,,-00.000023000000,   0.00000,
