x-axis,1,2
second,Volt,Volt
+299.3200000E-06,-4.6651259325490E+00,-4.3161059059158E+00
+299.3210000E-06,-4.8158797025681E+00,-4.2156033925789E+00
+299.3220000E-06,-4.8158797025681E+00,-4.3663571625948E+00
+299.3230000E-06,-4.8158797025681E+00,-4.3663571625948E+00
+299.3240000E-06,-4.8158797025681E+00,-4.3663571625948E+00
+299.3250000E-06,-4.8158797025681E+00,-4.3663571625948E+00
+299.3260000E-06,-4.8158797025681E+00,-4.3663571625948E+00
+299.3270000E-06,-4.8158797025681E+00,-4.3161059058936E+00
+299.3280000E-06,-4.7656284458637E+00,-4.1653521358967E+00
+299.3290000E-06,-4.6148746758699E+00,-4.1653521358967E+00
+299.3300000E-06,-4.6148746758699E+00,-4.1653521358967E+00
+299.3310000E-06,-4.6148746758699E+00,-4.1653521358967E+00
+299.3320000E-06,-4.6148746758699E+00,-4.1653521358967E+00
+299.3330000E-06,-4.5646234191498E+00,-4.1653521358967E+00
+299.3340000E-06,-4.4138696491718E+00,-4.1653521358967E+00
+299.3350000E-06,-4.4138696491718E+00,-4.2156033926232E+00
+299.3360000E-06,-4.4138696491718E+00,-4.3663571625948E+00
+299.3370000E-06,-4.4138696491718E+00,-4.3663571625948E+00
+299.3380000E-06,-4.4138696491718E+00,-4.4166084193308E+00
+299.3390000E-06,-4.4641209059110E+00,-4.5673621892929E+00
+299.3400000E-06,-4.6148746758699E+00,-4.5673621892929E+00
+299.3410000E-06,-4.6148746758699E+00,-4.5673621892929E+00
+299.3420000E-06,-4.6148746758699E+00,-4.5673621892929E+00
+299.3430000E-06,-4.6148746758699E+00,-4.5673621892929E+00
+299.3440000E-06,-4.6148746758699E+00,-4.5673621892929E+00
+299.3450000E-06,-4.6148746758699E+00,-4.5171109325348E+00
+299.3460000E-06,-4.6651259326312E+00,-4.3663571625948E+00
+299.3470000E-06,-4.8158797025681E+00,-4.3663571625948E+00
+299.3480000E-06,-4.8158797025681E+00,-4.3663571625948E+00
+299.3490000E-06,-4.8158797025681E+00,-4.3663571625948E+00
+299.3500000E-06,-4.8158797025681E+00,-4.3663571625948E+00
+299.3510000E-06,-4.8158797025681E+00,-4.3663571625948E+00
+299.3520000E-06,-4.8158797025681E+00,-4.3663571625948E+00
+299.3530000E-06,-4.8158797025681E+00,-4.3663571625948E+00
+299.3540000E-06,-4.8158797025681E+00,-4.3663571625948E+00
+299.3550000E-06,-4.8158797025681E+00,-4.3663571625948E+00
+299.3560000E-06,-4.8158797025681E+00,-4.3663571625948E+00
