x-axis,1,2
second,Volt,Volt
-5.000000E-03,-437.286457E-03,+371.984955E-03
-4.995000E-03,-437.286457E-03,+351.884453E-03
-4.990000E-03,-437.286457E-03,+331.783950E-03
-4.985000E-03,-437.286457E-03,+311.683448E-03
-4.980000E-03,-437.286457E-03,+291.582946E-03
-4.975000E-03,-437.286457E-03,+291.582946E-03
-4.970000E-03,-437.286457E-03,+251.381941E-03
-4.965000E-03,-437.286457E-03,+251.381941E-03
-4.960000E-03,-437.286457E-03,+211.180937E-03
-4.955000E-03,-437.286457E-03,+191.080434E-03
-4.950000E-03,-457.386959E-03,+170.979932E-03
-4.945000E-03,-437.286457E-03,+170.979932E-03
-4.940000E-03,-437.286457E-03,+150.879430E-03
-4.935000E-03,-437.286457E-03,+130.778927E-03
-4.930000E-03,-437.286457E-03,+90.577923E-03
-4.925000E-03,-437.286457E-03,+70.477420E-03
-4.920000E-03,-437.286457E-03,+50.376918E-03
-4.915000E-03,-437.286457E-03,+30.276416E-03
-4.910000E-03,-437.286457E-03,+30.276416E-03
-4.905000E-03,-437.286457E-03,+10.175914E-03
-4.900000E-03,-437.286457E-03,-30.025091E-03
-4.895000E-03,-437.286457E-03,-50.125593E-03
-4.890000E-03,-437.286457E-03,-70.226096E-03
-4.885000E-03,-457.386959E-03,-90.326598E-03
-4.880000E-03,-437.286457E-03,-90.326598E-03
-4.875000E-03,-457.386959E-03,-150.628105E-03
-4.870000E-03,-437.286457E-03,-150.628105E-03
-4.865000E-03,-437.286457E-03,-190.829109E-03
-4.860000E-03,-417.185955E-03,-190.829109E-03
-4.855000E-03,-457.386959E-03,-210.929612E-03
-4.850000E-03,-457.386959E-03,-251.130616E-03
-4.845000E-03,-457.386959E-03,-291.331621E-03
-4.840000E-03,-437.286457E-03,-291.331621E-03
-4.835000E-03,-437.286457E-03,-331.532625E-03
-4.830000E-03,-457.386959E-03,-331.532625E-03
-4.825000E-03,-437.286457E-03,-351.633128E-03
-4.820000E-03,-457.386959E-03,-371.733630E-03
-4.815000E-03,-457.386959E-03,-371.733630E-03
-4.810000E-03,-457.386959E-03,-432.035137E-03
-4.805000E-03,-457.386959E-03,-432.035137E-03
-4.800000E-03,-457.386959E-03,-452.135639E-03
-4.795000E-03,-437.286457E-03,-472.236142E-03
-4.790000E-03,-457.386959E-03,-492.336644E-03
-4.785000E-03,-457.386959E-03,-512.437146E-03
-4.780000E-03,-457.386959E-03,-512.437146E-03
-4.775000E-03,-457.386959E-03,-552.638151E-03
